date,short__D_eff_entropy_63,short__g_barrier_63,short__sigma_realized_21,short__calm_21,short__Eproxy_bond_rally_63d,short__Eproxy_credit_risk_on_spread,short__Eproxy_usd_weakness_63d,short__E_control,short__phi_ineff,short__SML_E_over_D,short__decreasing_returns,short__T_tension,mid__D_eff_entropy_252,mid__g_barrier_252,mid__sigma_realized_63,mid__calm_63,mid__Eproxy_bond_rally_63d,mid__Eproxy_credit_risk_on_spread,mid__Eproxy_usd_weakness_63d,mid__E_control,mid__phi_ineff,mid__SML_E_over_D,mid__decreasing_returns,mid__T_tension,long__D_eff_entropy_756,long__g_barrier_756,long__sigma_realized_126,long__calm_126,long__Eproxy_bond_rally_63d,long__Eproxy_credit_risk_on_spread,long__Eproxy_usd_weakness_63d,long__E_control,long__phi_ineff,long__SML_E_over_D,long__decreasing_returns,long__T_tension,mem_30d__mem__p_fail,mem_30d__mem__avg_fwd_ret,mem_30d__mem__avg_fwd_dd,mem_30d__mem__mean_dist,mem_30d__mem__min_dist,mem_30d__mem__recurrence,T_comp_pct,asset__mean_corr_63,asset__mean_corr_63_pct,GFL,GFL_pct,M_fin_raw,M_fin_pct
2018-06-08,6.690922395014502,0.1757184387400643,0.1497821765333047,6.676361342726463,0.0203418060841906,-0.4247690582577856,-0.0451801831445011,0.3629772488980893,0.4620361025990816,0.054249209141337,1.4620361025990816,0.0139369853702794,8.248127507272919,0.1379666676140717,0.1650276188712915,6.059591395934802,0.0203418060841906,-0.4247690582577856,-0.0451801831445011,0.2003167946761778,0.1888423715742568,0.0242863358085434,1.1888423715742569,0.0039834598647266,,,0.1832514608888056,5.45698211943295,0.0203418060841906,-0.4247690582577856,-0.0451801831445011,0.1286329968815226,1.9618053373269644,,2.9618053373269646,,,,,,,,,0.2499265532313047,64.36781609195403,,,,
2018-06-11,6.686295833813147,0.17586140916112,0.146371559311962,6.831927844325409,0.0127018886272773,-0.4219972665534,-0.0471668461878458,0.3292088524257012,-0.2170672603332772,0.049236357486383,1.0,0.0086587752095159,8.205312467235549,0.13878648610444,0.1647918856352636,6.068259583671003,0.0127018886272773,-0.4219972665534,-0.0471668461878458,0.1648059100781771,-4.09668603309508,0.0200852692125263,1.0,0.0027875639364682,,,0.1829775365192386,5.465151429904314,0.0127018886272773,-0.4219972665534,-0.0471668461878458,0.0856101955663195,-5.26638677794711,,1.0,,,,,,,,,0.2495537935270984,63.77049180327868,,,,
2018-06-12,6.709269187367807,0.1751537658201576,0.1462740911541327,6.836480225205929,0.0078920451160238,-0.421240667004378,-0.0516500095542755,0.2500402037766968,-17.39056481018943,0.0372678747000929,1.0,0.006527608597835,8.19693496232068,0.1389480388312506,0.1644411527725897,6.081202438241864,0.0078920451160238,-0.421240667004378,-0.0516500095542755,0.1022070990700789,-4.836549951162652,0.0124689410633621,1.0,0.0017325349070566,,,0.1828695644490372,5.468378230839508,0.0078920451160238,-0.421240667004378,-0.0516500095542755,0.0192322098362739,-20.570770046075808,,1.0,,,,,,,,,0.2492430786151724,63.17512274959084,,,,
2018-06-13,6.720159561928883,0.1748202978300467,0.1480733106890359,6.753411048976663,-0.0013444337306092,-0.4199781479134676,-0.0501968729459432,0.1935196287659768,0.6804037836942524,0.0287968799988526,1.6804037836942525,0.0084596217116271,8.213914908831491,0.1386209861429832,0.1647323550521867,6.070452516621146,-0.0013444337306092,-0.4199781479134676,-0.0501968729459432,0.0761567706818892,2.423306284489415,0.009271677565991,3.423306284489415,0.0043998012780219,,,0.1831061872571537,5.461311604847558,-0.0013444337306092,-0.4199781479134676,-0.0501968729459432,-0.0114239534527985,4.338167423275215,,5.338167423275215,,,,,,,,,0.2491205881490669,62.908496732026144,,,,
2018-06-14,6.788093293587741,0.17276846580551,0.143352352793853,6.975818050784722,0.0070031182197602,-0.4214737123126451,-0.0591305232268224,0.1576179269820478,-0.1614234258716303,0.0232197643628058,1.0,0.0040116430653274,8.234697077738458,0.1382227877508271,0.1654711483930582,6.043349244129977,0.0070031182197602,-0.4214737123126451,-0.0591305232268224,0.0272742077176001,1.803567484918668,0.0033121081962093,2.803567484918668,0.001283497945085,,,0.1834014592923707,5.452519022112321,0.0070031182197602,-0.4214737123126451,-0.0591305232268224,-0.0601285020445494,5.539282990127013,,6.539282990127013,,,,,,,,,0.2481897905262392,62.31647634584013,,,,
2018-06-15,6.816195848911219,0.1719336872859708,0.1457557987647774,6.860790032826838,0.0113438361955404,-0.4206273558478415,-0.0556382716673073,0.2574175865280114,-0.8676118218312895,0.0377655794898372,1.0,0.0064931753341791,8.23556465387309,0.1382062142285817,0.1667855377828608,5.995723330308609,0.0113438361955404,-0.4206273558478415,-0.0556382716673073,0.0984602520825084,-1.4946917255766556,0.0119554949904556,1.0,0.0016523237018596,,,0.1837503904203677,5.4421650114083535,0.0113438361955404,-0.4206273558478415,-0.0556382716673073,0.0068700114734296,-6.470785103607696,,1.0,,,,,,,,,0.2471491054358324,61.07491856677525,,,,
2018-06-18,6.898005161820964,0.1695488509874022,0.1459877095825617,6.849891229614426,0.0137434351263943,-0.419774463549178,-0.0596971306134701,0.2639546456226131,-0.5997965983203517,0.038265359194118,1.0,0.0064878476839829,8.227528918581593,0.1383598751221118,0.1646463768012599,6.073622503523701,0.0137434351263943,-0.419774463549178,-0.0596971306134701,0.0857614803751077,-0.1630154667005589,0.0104237227385711,1.0,0.0014422249764162,,,0.18381686936384,5.440196805977967,0.0137434351263943,-0.419774463549178,-0.0596971306134701,-0.0109559617178778,9.05701380874025,,10.05701380874025,,,,,,,,,0.2412000858063385,52.6829268292683,,,,
2018-06-19,6.888728383530914,0.1698159489064827,0.1487745599651454,6.721578830537219,0.0234357497123101,-0.4217349774740428,-0.0569898792478249,0.3506425399951833,-0.6756003453447436,0.05090090942248,1.0,0.0086437862337813,8.237830509421356,0.1381629477668326,0.1653458128092315,6.047930228958697,0.0234357497123101,-0.4217349774740428,-0.0569898792478249,0.1521335772126064,-2.5833494229195293,0.0184676750576428,1.0,0.0025515484243639,,,0.1839344517815775,5.436719091757268,0.0234357497123101,-0.4217349774740428,-0.0569898792478249,0.0582485908472416,-19.89949350873689,,1.0,,,,,,,,,0.2405227897564768,51.62337662337663,,,,
2018-06-20,6.922696407378962,0.1688420154485212,0.1476144442286341,6.774404344246262,0.0135774485619277,-0.4150880467520057,-0.0655891922309295,0.3108304103905711,-0.753653287450446,0.0449001937467967,1.0,0.0075810392062382,8.255252064971646,0.1378311862450221,0.1643356160382828,6.085107801074398,0.0135774485619277,-0.4150880467520057,-0.0655891922309295,0.0827495296924308,-1.8662872508557824,0.0100238646792278,1.0,0.0013816011594975,,,0.183732304635754,5.442700713712131,0.0135774485619277,-0.4150880467520057,-0.0655891922309295,-0.0308600051501927,-14.897037576006442,,1.0,,,,,,,,,0.2407202265346267,51.86385737439222,,,,
2018-06-21,7.271723917938378,0.1594457937705681,0.1509483268952013,6.62478315805671,0.0089492959575157,-0.4163714743299405,-0.0616718206554947,0.2675692625596796,0.2891378675975968,0.0367958499540477,1.2891378675975969,0.0075632990372704,8.223460615611705,0.1384378003604494,0.158009412550659,6.328736501010832,0.0089492959575157,-0.4163714743299405,-0.0616718206554947,0.0809233480943971,-0.007495756959474,0.0098405466723296,1.0,0.0013623036356616,,,0.1840033018798934,5.434684787916977,0.0089492959575157,-0.4163714743299405,-0.0616718206554947,-0.029948283238852,-0.1137389581726779,,1.0,,,,,,,,,0.2350444477461127,44.01294498381877,,,,
2018-06-22,7.432373781270273,0.1554636021552657,0.1544398989725899,6.475010291397415,0.0096728475938165,-0.4175186581198558,-0.0614054260844585,0.2530464523616655,0.096965568541239,0.0340465185778038,1.0969655685412392,0.0058062326320708,8.221651483893485,0.138472481100145,0.1558807087446065,6.415161593130643,0.0096728475938165,-0.4175186581198558,-0.0614054260844585,0.0778374820803088,-0.0357056681264942,0.0094673779517559,1.0,0.0013109713144924,,,0.1845382211563124,5.41893131701774,0.0096728475938165,-0.4175186581198558,-0.0614054260844585,-0.0313105347298999,0.0864731565819885,,1.0864731565819885,,,,,,,,,0.2358196859650415,44.91114701130856,,,,
2018-06-25,7.73206453335496,0.148542842030098,0.1650371098928811,6.059242918496514,0.0156542846589022,-0.4188664177293253,-0.0645705883504521,0.2627494893402098,-0.0233376590958078,0.0339818023849814,1.0,0.0050477535035703,8.190030352506595,0.1390814710901136,0.1545344578995695,6.471048262513772,0.0156542846589022,-0.4188664177293253,-0.0645705883504521,0.0714766117098979,-0.1138172895692035,0.0087272706627698,1.0,0.0012138016423796,,,0.1859464709521668,5.377891503401142,0.0156542846589022,-0.4188664177293253,-0.0645705883504521,-0.0355082913270961,0.1022850069267492,,1.1022850069267491,,,,,,,,,0.225615103949533,35.96774193548387,,,,
2018-06-26,7.820055088330812,0.1466263813975266,0.1649384156193826,6.062868590170934,0.0064493236799076,-0.4223633446291535,-0.0652405218684006,0.0794554515246138,-50.55436584760061,0.0101604720843429,1.0,0.0014897932550177,8.192967563747995,0.139024677888119,0.1528880637778324,6.540732545647336,0.0064493236799076,-0.4223633446291535,-0.0652405218684006,-0.023432061909566,-1.3619808618500595,-0.0028600213168971,1.0,-0.0003976135423347,,,0.1862047498874695,5.370431994350398,0.0064493236799076,-0.4223633446291535,-0.0652405218684006,-0.1229737413443006,11.725378530410136,,12.725378530410136,,,,,,,,,0.2288289127919382,38.16425120772946,,,,
2018-06-27,7.587036763135191,0.1518133319186005,0.1557493431071507,6.420572413626856,0.0132277060975516,-0.4278848582130674,-0.0618146731290831,0.0729415122114223,-0.0182104263470081,0.0096139658199232,1.0,0.001459528184074,8.175804291301075,0.1393572006720815,0.1538945684978817,6.497954702242902,0.0132277060975516,-0.4278848582130674,-0.0618146731290831,-0.0041345480195141,-0.4511101277058008,-0.0005057053553564,1.0,-7.047368268735394e-05,,,0.186935333061734,5.3494432011701365,0.0132277060975516,-0.4278848582130674,-0.0618146731290831,-0.0913342216495491,-1.5074489751509548,,1.0,,,,,,,,,0.2308389208801758,39.38906752411576,,,,
2018-06-28,7.691729312204642,0.149438202271837,0.1487279247471619,6.723686452716525,0.0086273054772574,-0.4293177015098246,-0.0628273314434695,-0.0149371262253265,-0.2899193841416172,-0.0019419724225351,1.0,-0.0002902048676851,8.20227547115699,0.1388450084443809,0.1521167407765327,6.573897975700593,0.0086273054772574,-0.4293177015098246,-0.0628273314434695,-0.0524211355684892,-0.6358243329823406,-0.0063910479096826,1.0,-0.0008873651009883,,,0.1871029356559947,5.344651290731618,0.0086273054772574,-0.4293177015098246,-0.0628273314434695,-0.1383943424453754,9.820763473620335,,10.820763473620335,,,,,,,,,0.2188436902088565,31.62118780096308,,,,
2018-06-29,8.103475656255174,0.1407761562062452,0.1487524243758114,6.722579056915316,0.0032503837656996,-0.4321703538583783,-0.0552136282102866,-0.0662121710788471,46.30278336376051,-0.0081708360468793,47.30278336376051,-0.0544104471649573,8.220902714107709,0.1384868399710467,0.1473568044967864,6.786248762331978,0.0032503837656996,-0.4321703538583783,-0.0552136282102866,-0.0416610028866887,0.050671496657857,-0.0050676919901409,1.050671496657857,-0.0007373703443069,,,0.1873051931643725,5.338879983608543,0.0032503837656996,-0.4321703538583783,-0.0552136282102866,-0.1193128649543128,-3.306271897659061,,1.0,,,,,,,,,0.2093403454882515,22.916666666666664,,,,
2018-07-02,8.295292467759882,0.13707469618916,0.1448039242233208,6.9058897146936,0.0102010473504599,-0.4312304984967738,-0.0579730091856212,0.0145724358772791,0.4406977942704137,0.0017567115223903,1.4406977942704138,0.0003469210347896,8.233000643575945,0.1382552066417423,0.146471819638845,6.827251372947928,0.0102010473504599,-0.4312304984967738,-0.0579730091856212,-0.0125637531952722,0.7096436582421122,-0.0015260235877444,1.7096436582421122,-0.0003607018268172,,,0.1875413314037243,5.332157659293256,0.0102010473504599,-0.4312304984967738,-0.0579730091856212,-0.0956113608267746,-3.525795286548558,,1.0,,,,,,,,,0.2101263402784309,23.36,,,,
2018-07-03,8.35712715189431,0.1359226200655366,0.1432054277334671,6.982975058958252,0.0176184607216898,-0.4348120009859029,-0.0556108832487525,0.0483926401509071,0.438737093397989,0.005790583200835,1.438737093397989,0.0011323885886598,8.229231569593388,0.1383272881757988,0.1460977214680991,6.84473324774624,0.0176184607216898,-0.4348120009859029,-0.0556108832487525,0.0186119649483671,1.783315615181806,0.0022616892924146,2.783315615181806,0.0008707696046197,,,0.1868199063912234,5.352748354227284,0.0176184607216898,-0.4348120009859029,-0.0556108832487525,-0.0555127998770512,1.9474107893924937,,2.9474107893924937,,,,,,,,,0.2093440844355159,23.003194888178918,,,,
2018-07-05,8.317384712586312,0.1366608478181194,0.14571418546906,6.862749348345635,0.0278660541497854,-0.4341961121379762,-0.0487181206551183,0.2451055389711156,-1.6361967351227416,0.029469063551373,1.0,0.0040272672093366,8.214375331250336,0.1386121393327295,0.1463144640047152,6.834593821304195,0.0278660541497854,-0.4341961121379762,-0.0487181206551183,0.1544580141661743,-13.39781731959418,0.0188033791675586,1.0,0.0026063766130997,,,0.1869058911826984,5.350285858671263,0.0278660541497854,-0.4341961121379762,-0.0487181206551183,0.0766832150901738,-53.683975787802645,,1.0,,,,,,,,,0.2120094795123069,24.720893141945773,,,,
2018-07-06,8.547053049428829,0.1325020497571116,0.1438661480696211,6.9509050176767095,0.0203726703458508,-0.4329347941525654,-0.0488865543569856,0.1843939854973108,-0.6886856744169433,0.0215739839468872,1.0,0.0028585970943895,8.210078158409761,0.138694751518978,0.1431153751466611,6.987368960892813,0.0203726703458508,-0.4329347941525654,-0.0488865543569856,0.12389213312174,-0.2000710267785039,0.0150902501267825,1.0,0.0020929384916933,,,0.1871237440794015,5.344056958026152,0.0203726703458508,-0.4329347941525654,-0.0488865543569856,0.0401034109909147,5.8726033548152445,,6.8726033548152445,,,,,,,,,0.2154008148111394,28.18471337579618,,,,
2018-07-09,8.414431507136527,0.1348721068754577,0.1486942427262214,6.725209493074478,0.0122937794220003,-0.432157797747263,-0.0519019371330591,0.0814403980251226,0.4561614246239437,0.0096786571807333,1.4561614246239438,0.0019008452901843,8.204868970972951,0.1387950291172344,0.1443135655253904,6.929355026783744,0.0122937794220003,-0.432157797747263,-0.0519019371330591,0.0579215493833801,1.137150860788729,0.0070594118587024,2.1371508607887293,0.0020940045086636,,,0.1877197380214237,5.327090040020051,0.0122937794220003,-0.432157797747263,-0.0519019371330591,-0.0305892028275697,4.166499505570889,,5.166499505570889,,,,,,,,,0.2126321094261001,25.59618441971383,,,,
2018-07-10,8.698501297567153,0.1298954121131422,0.1476830305899819,6.771258202736617,0.0139321926105884,-0.4310267038589987,-0.0549235231690006,0.1001543488002492,0.4063945949514178,0.0115139775530206,1.4063945949514178,0.0021034218414749,8.201637184293068,0.1388573143885184,0.1414845620547589,7.067908433245773,0.0139321926105884,-0.4310267038589987,-0.0549235231690006,0.0553815033140281,-0.0183326123181387,0.0067524936792576,1.0,0.0009376331377271,,,0.1877280489898527,5.326854202727644,0.0139321926105884,-0.4310267038589987,-0.0549235231690006,-0.0398999292176592,39.48112321971082,,40.48112321971082,,,,,,,,,0.206091140195594,22.380952380952383,,,,
2018-07-11,8.420096617498666,0.1347691344468518,0.1549057201332612,6.455539114916709,0.0142866810148012,-0.4343430171677331,-0.0626592105142225,-0.0310052649559041,0.4154313849572597,-0.0036822932476387,1.4154313849572595,-0.0007024212342476,8.149053540052373,0.1398786556848038,0.144278472576956,6.931040458279109,0.0142866810148012,-0.4343430171677331,-0.0626592105142225,-0.0480167655255738,0.7554599709638878,-0.0058923119391288,1.7554599709638878,-0.0014468653330338,,,0.1888033564584375,5.296515728283564,0.0142866810148012,-0.4343430171677331,-0.0626592105142225,-0.1352144276219778,3.1417047682160297,,4.14170476821603,,,,,,,,,0.2159418185152097,29.00158478605388,,,,
2018-07-12,8.380534555231707,0.1354915407768442,0.1582433858601735,6.319379046210666,0.021458086762057,-0.4333526296293204,-0.0615806448338012,0.0865073733961703,-0.8630477944033021,0.010322417111083,1.0,0.0013986001989218,8.15872184305052,0.1396897407843655,0.1441945550019847,6.935074147810188,0.021458086762057,-0.4333526296293204,-0.0615806448338012,0.0195650403183601,16.754298460563536,0.0023980521300704,17.754298460563536,0.005947393140176,,,0.189026723374319,5.290257003065045,0.021458086762057,-0.4333526296293204,-0.0615806448338012,-0.0728968729952358,-9.956924456690729,,1.0,,,,,,,,,0.2229015728034075,35.44303797468354,,,,
2018-07-13,8.357959013919032,0.1359072531865467,0.1561014174496045,6.40609132368657,0.0217113123901784,-0.4341413176314441,-0.0601462673466577,0.0871004137776786,0.0068391735331986,0.0104212539841858,1.0068391735331987,0.0014260104893909,8.165139912299832,0.1395646157429155,0.1439073137393064,6.948916663974226,0.0217113123901784,-0.4341413176314441,-0.0601462673466577,0.0284327971277709,0.6406169440696868,0.0034822179899352,1.640616944069687,0.000797330673118,,,0.1887638737061325,5.297623572721141,0.0217113123901784,-0.4341413176314441,-0.0601462673466577,-0.0628737832511229,1.3606164885243075,,2.3606164885243075,,,,,,,,,0.2237585479645396,35.8609794628752,,,,
2018-07-16,8.394123899755536,0.1352425266610201,0.1552102520869454,6.442872955396605,0.017280364942227,-0.4332589713093933,-0.0617632669518921,0.0417947216029079,-1.2317474171472391,0.004979045109679,1.0,0.0006733786409921,8.19182764817078,0.1390467135101437,0.1441984539288246,6.934886633005973,0.017280364942227,-0.4332589713093933,-0.0617632669518921,-0.0008659483492576,2.0882895003025306,-0.0001057088094857,3.0882895003025306,-4.5393107557774885e-05,,,0.1886713271693202,5.300222148224693,0.017280364942227,-0.4332589713093933,-0.0617632669518921,-0.096843119414043,-13.072241077499994,,1.0,,,,,,,,,0.2235818221745726,35.646687697160885,,,,
2018-07-17,8.463987290787285,0.1339766480972606,0.1540220912545515,6.4925747139841,0.0125992318955141,-0.4322340366206365,-0.0660664053156243,-0.0255109255899654,-1.3541901848902789,-0.003014055277185,1.0,-0.0004038130232171,8.199738802353567,0.1388939274136118,0.1438150428089296,6.953375049888443,0.0125992318955141,-0.4322340366206365,-0.0660664053156243,-0.0547487220432032,-2.914405537933245,-0.0066768860930935,1.0,-0.000927378932363,,,0.1885443956903418,5.303790352933421,0.0125992318955141,-0.4322340366206365,-0.0660664053156243,-0.1560836760769271,-16.602295965533827,,1.0,,,,,,,,,0.2189887154128569,32.91338582677165,,,,
2018-07-18,8.489373660428836,0.1335225138983806,0.1533888493823013,6.51937829140272,0.0165597160390182,-0.4316604864086999,-0.0654600191135212,0.0404543965688839,2.461063182647817,0.0047652981408745,3.461063182647817,0.0022021865479675,8.215718412759406,0.1385863390741325,0.1429661770035827,6.994660912198352,0.0165597160390182,-0.4316604864086999,-0.0654600191135212,-0.0155729528335212,0.9488904319524192,-0.0018955071281874,1.9488904319524192,-0.0005119567435129,,,0.1882847214121736,5.311105114577254,0.0165597160390182,-0.4316604864086999,-0.0654600191135212,-0.1205803665063309,4.853645650104617,,5.853645650104617,,,,,,,,,0.2209331885615214,34.276729559748425,,,,
2018-07-19,8.538031111282201,0.1326606356368959,0.1521933931053956,6.570587026741814,0.031102251233321,-0.4335876747291909,-0.0643166405401189,0.1810261443615165,2.745073070269464,0.0212023289432951,3.745073070269464,0.010533821083379,8.231004376831272,0.1382933748209512,0.1425113954705581,7.016982231689472,0.031102251233321,-0.4335876747291909,-0.0643166405401189,0.0653324254830204,3.624577037345798,0.0079373576312928,4.624577037345798,0.0050763241003873,,,0.1883986358434712,5.30789377770177,0.031102251233321,-0.4335876747291909,-0.0643166405401189,-0.0354018386293194,-26.52440289628476,,1.0,,,,,,,,,0.2167102858378356,29.98430141287284,,,,
2018-07-20,8.681741798836164,0.1301788090364764,0.1544861743562214,6.473070742003397,0.0260372183604378,-0.4303047071930033,-0.0506375070409217,0.3074667604494618,-1.296610400952222,0.0354153310729105,1.0,0.004610325620704,8.239080042544776,0.1381390995460075,0.1425953470741705,7.012851052926312,0.0260372183604378,-0.4303047071930033,-0.0506375070409217,0.1972078520549055,-31.922062286076493,0.0239356640301115,1.0,0.0033064510761553,,,0.1885334173915873,5.3040991925690815,0.0260372183604378,-0.4303047071930033,-0.0506375070409217,0.0870026907157477,-32.25776933249264,,1.0,,,,,,,,,0.2049770017583466,21.9435736677116,,,,
2018-07-23,8.687581858296118,0.1300799155224659,0.1505976435484202,6.640209700734012,0.0133058096122491,-0.4266875851388292,-0.0460188880874472,0.2733468330322337,-0.2041410670196295,0.0314640871506221,1.0,0.0040928457985444,8.245080648158375,0.1380246883620188,0.1424132747475461,7.021816832416195,0.0133058096122491,-0.4266875851388292,-0.0460188880874472,0.203192681792155,0.6675184314780763,0.0246441108603466,1.6675184314780762,0.0056720568101256,,,0.1884519578085591,5.306391923781132,0.0133058096122491,-0.4266875851388292,-0.0460188880874472,0.0806027960728474,-2.7913724450288857,,1.0,,,,,,,,,0.2057869846247239,22.22222222222222,,,,
2018-07-24,8.710224065856117,0.1296979167092447,0.1491490515637838,6.704701923802239,0.0213227694688216,-0.4276628158735311,-0.0475230247460616,0.3328640663243175,0.9228589313866594,0.0382153275765871,1.9228589313866595,0.0095305510220658,8.26202560647391,0.1377026263487007,0.1413074002694727,7.076769704384246,0.0213227694688216,-0.4276628158735311,-0.0475230247460616,0.2298478108726532,0.4850542524047307,0.0278197891827341,1.4850542524047308,0.0056890320151311,,,0.1885974575396861,5.302298132871654,0.0213227694688216,-0.4276628158735311,-0.0475230247460616,0.1077293233820163,-6.626277250539201,,1.0,,,,,,,,,0.2058324945729521,22.34375,,,,
2018-07-25,8.606744612969743,0.1314622811156753,0.1354826729409688,7.381017103386637,0.0264231340225356,-0.4271125822064165,-0.0382212128201979,0.4813409992391,0.2195380721909011,0.0559260231742549,1.2195380721909013,0.0089662421795103,8.24410487356364,0.1380432801668746,0.1420669626069366,7.038933691976015,0.0264231340225356,-0.4271125822064165,-0.0382212128201979,0.3536214624709387,-3.2713194766940035,0.0428938577887282,1.0,0.0059212088281674,,,0.1882749418841181,5.311380988244749,0.0264231340225356,-0.4271125822064165,-0.0382212128201979,0.2290052909558578,13.35217055325712,,14.35217055325712,,,,,,,,,0.2101013657822933,23.556942277691107,,,,
2018-07-26,8.726693164035588,0.1294214714465889,0.135979980115986,7.354023184933579,0.0175022698812812,-0.4278430255867018,-0.0409214425835857,0.3374577761737432,5.330210825733865,0.0386696047911684,6.330210825733865,0.0316806614889891,8.262548077353511,0.1376927199616522,0.141488906269547,7.06769142322728,0.0175022698812812,-0.4278430255867018,-0.0409214425835857,0.2663794348779655,-3.0336884538571627,0.032239380886107,1.0,0.0044391280440877,,,0.1883849901332318,5.308278256192204,0.0175022698812812,-0.4278430255867018,-0.0409214425835857,0.1437603801445464,27.47423371081225,,28.47423371081225,,,,,,,,,0.2025752388623517,21.65109034267913,,,,
2018-07-27,8.74142854833363,0.1291751247802322,0.1294748645999289,7.72350622535802,0.0116135689371992,-0.4295434094826911,-0.0404834603698791,0.2364344607845684,-0.2734179965038317,0.0270475768584945,1.0,0.0034938741156989,8.266855518246262,0.1376111023692436,0.1420565982064688,7.039447250117173,0.0116135689371992,-0.4295434094826911,-0.0404834603698791,0.2150717826598048,1.81657541128564,0.0260161535332201,2.81657541128564,0.0100836542095923,,,0.1882332770749702,5.312556644679516,0.0116135689371992,-0.4295434094826911,-0.0404834603698791,0.0987329704771108,-10.524360879653887,,1.0,,,,,,,,,0.2002870429048161,21.30637636080871,,,,
2018-07-30,8.803798626383488,0.1281427221017365,0.1312957420058544,7.616392645783472,0.0063307772023719,-0.427730114165592,-0.0326619333193476,0.2777599188504788,-0.3858097366193106,0.0315500081638145,1.0,0.0040429039284432,8.283610067267725,0.1372945544024957,0.1420917622909449,7.037705166717292,0.0063307772023719,-0.427730114165592,-0.0326619333193476,0.2753018555731443,-34.573785994009675,0.0332345261311418,1.0,0.0045629194559532,,,0.1873793264063486,5.336767752402602,0.0063307772023719,-0.427730114165592,-0.0326619333193476,0.152686302664016,2.2284527630651096,,3.2284527630651096,,,,,,,,,0.1967264355312312,20.18633540372671,,,,
2018-07-31,8.833145166412951,0.1276626409288551,0.1340227909101036,7.4614169619597375,0.0153450393075642,-0.4288106994782374,-0.0281571999761811,0.3986956210359589,-0.780352807647922,0.0451363147636915,1.0,0.0057622211445289,8.297909719460202,0.1370255370470259,0.1430415720172674,6.990974134215628,0.0153450393075642,-0.4288106994782374,-0.0281571999761811,0.3623261690882052,-1.8622385913332489,0.0436647518352522,1.0,0.0059831860702505,,,0.1874116021654176,5.335848661914058,0.0153450393075642,-0.4288106994782374,-0.0281571999761811,0.2405558943895128,-95.6059810003722,,1.0,,,,,,,,,0.1960961819809875,19.379844961240316,,,,
2018-08-01,8.862239943832206,0.1271902162579737,0.1339443068395569,7.465788945699236,0.0083333815591437,-0.4244513963852592,-0.0246926125903717,0.4338609597461458,8.04331863343871,0.0489561286995547,9.04331863343871,0.0563103992614616,8.312784670752478,0.1367468131028166,0.1430918595202623,6.988517260642793,0.0083333815591437,-0.4244513963852592,-0.0246926125903717,0.4033474272015143,-16.696595841491803,0.0485213370358827,1.0,0.0066351382071446,,,0.1873358837996474,5.338005332120084,0.0083333815591437,-0.4244513963852592,-0.0246926125903717,0.2626285500277874,10.23455196398641,,11.23455196398641,,,,,,,,,0.1980162272782583,21.20743034055728,,,,
2018-08-02,8.9359080628458,0.1260095241553626,0.1352338671293429,7.394596836438853,0.0052967875824654,-0.4250026532132125,-0.0343443670043273,0.3021254551085562,1.8504230947843103,0.0338102689335678,2.8504230947843103,0.0121439878744148,8.337569826920504,0.136284903888518,0.1436497565124911,6.961375742389699,0.0052967875824654,-0.4250026532132125,-0.0343443670043273,0.2919764840273299,4.103343931208701,0.0350193749183841,5.103343931208701,0.0243562812261372,,,0.1871689123165025,5.342767312134225,0.0052967875824654,-0.4250026532132125,-0.0343443670043273,0.1495773275682357,-23.74033169406808,,1.0,,,,,,,,,0.1965719565206561,20.24729520865533,,,,
2018-08-03,9.00853507479295,0.1248667814290849,0.1338922989349077,7.468688888516769,0.0086957069675532,-0.4273540402446985,-0.0343111695079763,0.2950799615273488,-0.0950910716157205,0.0327555988570733,1.0,0.0040900862030649,8.337611229378533,0.1362841349011965,0.1430699278955658,6.989588551649139,0.0086957069675532,-0.4273540402446985,-0.0343111695079763,0.2867068191135509,-0.1867826417955664,0.0343871656859502,1.0,0.0046864251272138,,,0.1845513179991525,5.418546757921958,0.0086957069675532,-0.4273540402446985,-0.0343111695079763,0.152166205011668,0.0341633153276269,,1.034163315327627,,,,,,,,,0.1948972941789407,18.20987654320988,,,,
2018-08-06,9.021922117591014,0.1246584028235013,0.1308453822161418,7.642607684251601,0.0109788777556056,-0.4264707058742738,-0.0332801390867976,0.3486212857551826,0.3078524142436117,0.0386415755783373,1.3078524142436116,0.0062999212790266,8.349686695518082,0.1360602213491914,0.1430989684110797,6.98817008411692,0.0109788777556056,-0.4264707058742738,-0.0332801390867976,0.3228724702590859,-25.496463816544917,0.0386688125730164,1.0,0.005261287197995,,,0.1685169884534791,5.934119460809532,0.0109788777556056,-0.4264707058742738,-0.0332801390867976,0.1819285830432461,0.0577268293833622,,1.0577268293833622,,,,,,,,,0.1945811429067896,18.181818181818183,,,,
2018-08-07,8.944787376164152,0.1258686924387051,0.1268128171818209,7.885637614294536,0.00664937514897,-0.4228034613288525,-0.0284287996049097,0.4123669660724927,0.26229558508737,0.0461013714770173,1.26229558508737,0.0073247470137786,8.348411579788884,0.1360838308770793,0.143097571842578,6.988238285536523,0.00664937514897,-0.4228034613288525,-0.0284287996049097,0.3844746225480555,903.1061462603142,0.0460536257002846,904.1061462603142,5.666172280150618,,,0.1662380968156621,6.01546792823428,0.00664937514897,-0.4228034613288525,-0.0284287996049097,0.2278225222586624,0.5641646982006611,,1.5641646982006612,,,,,,,,,0.1941365445160274,17.53846153846154,,,,
