guidance_scale,score,mean_terminal,median_terminal,vol_daily,var5,cvar5,prob_loss,prob_drawdown_10pct
2.0,3.9798479498219272,-0.06847100638264694,-0.07306523458996478,0.019916004119563537,-0.19850522584469235,-0.22900790045628125,0.802734375,0.6171875
1.4,4.4445462075122775,-0.07518851995444345,-0.08091637779819061,0.020175633105218742,-0.21060876937082182,-0.23483423746389176,0.796875,0.67578125
1.0,4.615120394343888,-0.07551230779869622,-0.07945434432995951,0.020487717276273347,-0.21268921129265128,-0.251115985049954,0.78515625,0.625
0.6,4.731757220272367,-0.07858126521057582,-0.08266877330576183,0.02077871426191762,-0.21196015149573466,-0.24051030648675595,0.83203125,0.658203125
0.3,4.848776078139692,-0.07912377803704859,-0.08182738118425353,0.02091354118980807,-0.21423528830969787,-0.2477615404964818,0.830078125,0.671875
0.0,5.006680086912106,-0.0841740641071306,-0.08796526040348568,0.02116984868454567,-0.21323289365028653,-0.2328921484004334,0.857421875,0.68359375
