model,mmd_rbf_projected,mmd_rbf_projected_multi_mean,corr_mae,corr_top20_eigen_rmse,cvar5,probability_drawdown_10pct
factor_ddpm_base_uncalibrated,0.16052132844924927,0.154208767414093,0.25698004348727227,18.05071925414656,-0.21012596718820478,0.5641025641025641
factor_ddpm_base,0.15064793825149536,0.14256054162979126,0.14684056735824405,8.094618763387386,-0.23733402950510388,0.6666666666666666
factor_ddpm_stress_uncalibrated,0.20200085639953613,0.19381749629974365,0.25754290376706224,18.49255459056461,-0.3183058350857409,0.6923076923076923
factor_ddpm_stress,0.18887776136398315,0.1785774350166321,0.14716404024458954,8.191597566585306,-0.3551634222958516,0.7307692307692307
