epoch,train_loss,train_denoise_loss,train_factor_corr_loss,train_asset_corr_loss,train_portfolio_tail_loss,valid_selection_metric,valid_selection_score,valid_noise_mse,valid_factor_corr_loss,valid_asset_corr_loss,valid_portfolio_tail_loss,valid_tail_composite,lr,skipped_batches,skip_reasons
109,0.2615304070711136,0.2508923971652985,0.0022767056711018086,0.028563662841916086,0.00024718523665796967,valid_tail_composite,0.8239440462168526,0.7321797749575447,0.03977846321375931,0.2368146803449182,0.0012312527670634583,0.8239440462168526,4.155417693366615e-05,0,{}
110,0.27062734246253967,0.26094140112400055,0.0020651659509167077,0.025978679582476617,0.00024049425206612796,valid_tail_composite,0.8212003567639519,0.7301050319391138,0.039507622227949256,0.23510017026873195,0.0012116562010145143,0.8212003567639519,4.074744142919907e-05,0,{}
111,0.2693039536476135,0.25965749979019165,0.002297914009541273,0.025765912011265754,0.00022506680455990134,valid_tail_composite,0.8214757687905255,0.7323599703171674,0.03864704434047727,0.22982283988419702,0.0012645297144498566,0.8214757687905255,3.994512702648041e-05,0,{}
112,0.27126222670078276,0.26174009680747984,0.002162917461246252,0.025525599122047424,0.00020745834743138403,valid_tail_composite,0.8277116382823271,0.7407101918669308,0.0362955807324718,0.2254571976030574,0.0011097628294545062,0.8277116382823271,3.914750138051349e-05,0,{}
113,0.2665301614999771,0.2570532667636871,0.002104822681285441,0.025427717044949533,0.0002083058308926411,valid_tail_composite,0.8120333306929645,0.7238938212394714,0.037323403226978635,0.22826621900586522,0.001042225306531798,0.8120333306929645,3.8354830582115366e-05,0,{}
114,0.268466055393219,0.2589948242902756,0.0023229930037632586,0.02521678440272808,0.00024100752489175647,valid_tail_composite,0.8128626066095689,0.7250563782804152,0.03851514857481508,0.22653456821161158,0.0010881594310322886,0.8128626066095689,3.75673790691479e-05,0,{}
115,0.2616498202085495,0.25191039085388184,0.0023951477743685244,0.025991748720407486,0.00021771941683255137,valid_tail_composite,0.7991677908336415,0.7128569553880131,0.03762349672615528,0.22274529495659998,0.0011003781332606997,0.7991677908336415,3.6785409538300354e-05,0,{}
116,0.2622973209619522,0.2529465824365616,0.0021482588979415598,0.025092178881168367,0.00018509180546971037,valid_tail_composite,0.7986252588384292,0.7115502637975356,0.03798177882152445,0.22445832543513355,0.0012242994656416534,0.7986252588384292,3.6009182857452826e-05,0,{}
117,0.26382873237133025,0.2541209840774536,0.0022269647754728796,0.025986740589141844,0.0002226553886430338,valid_tail_composite,0.7926443324369543,0.7062856064123266,0.03734037751222358,0.2233269346110961,0.0009683046048260568,0.7926443324369543,3.5238957978649726e-05,0,{}
118,0.2620241218805313,0.25268270254135133,0.002209942885674536,0.02494065836071968,0.00022692962491419166,valid_tail_composite,0.7934952097780564,0.7092870859538808,0.03624203198534601,0.2173805683851242,0.0011686697004787514,0.7934952097780564,3.447499185171251e-05,0,{}
119,0.26845646381378174,0.2595360881090164,0.001959992032498121,0.02388747312128544,0.00022367415251210333,valid_tail_composite,0.7864770573728225,0.7020766489646014,0.03680640272796154,0.2176974661210004,0.0011266986753873747,0.7864770573728225,3.37175393385202e-05,0,{}
120,0.26555557668209073,0.2562508696317673,0.0022555925650522115,0.024846111983060838,0.00020993069396354257,valid_tail_composite,0.7794219991740059,0.6935757714159348,0.03824981247239253,0.22069432805566228,0.0012710034609292908,0.7794219991740059,3.296685312798663e-05,0,{}
121,0.26579829275608063,0.25683096289634705,0.002165985596366227,0.023991385251283647,0.00018286443068063818,valid_tail_composite,0.7831248080029207,0.6994188252617332,0.03654057948904879,0.2154588313663707,0.001316380235092605,0.7831248080029207,3.222318365176241e-05,0,{}
122,0.2632051533460617,0.2538657605648041,0.0020927857817150653,0.025069359466433527,0.00019541847257642075,valid_tail_composite,0.774536066195544,0.6929348251398872,0.035424416665645206,0.21067274055060217,0.0010411967985633323,0.774536066195544,3.1486779000690075e-05,0,{}
123,0.2630092227458954,0.2537722325325012,0.0021651682117953897,0.024714194312691687,0.00020531753136310727,valid_tail_composite,0.7711696239078746,0.6908618702607996,0.03529077083529795,0.20686710056136637,0.0011281643888009165,0.7711696239078746,3.0757884842040056e-05,0,{}
124,0.2616284388303757,0.2524793380498886,0.001982423320878297,0.024595204070210458,0.00019239495071815327,valid_tail_composite,0.7696967160000521,0.6892911756739897,0.0340031568399247,0.20783449446453767,0.0011504437724772073,0.7696967160000521,3.0036744337555213e-05,0,{}
125,0.25851199626922605,0.24886356830596923,0.0022636946383863686,0.025789879187941553,0.00022564860439160838,valid_tail_composite,0.7679497774909524,0.6887830951634575,0.03406448771848398,0.20501908572281108,0.0007961478995104484,0.7679497774909524,2.9323598062331148e-05,0,{}
126,0.2606398004293442,0.2511056840419769,0.0022119855834171176,0.025517744198441505,0.00021400599682237952,valid_tail_composite,0.765419230741613,0.6829653066747329,0.03713501737836529,0.2116284852518755,0.0012759262591477156,0.765419230741613,2.8618683924559485e-05,0,{}
127,0.2583515191078186,0.2489147400856018,0.0022185298684053124,0.02526542663574219,0.00020022797194542365,valid_tail_composite,0.7606273188310511,0.6808067525134367,0.03424250564592726,0.20614864896325505,0.0010933879170539405,0.7606273188310511,2.7922237086160913e-05,0,{}
128,0.259737988114357,0.25026563346385955,0.002133160950616002,0.025377798974514008,0.00021799195907078683,valid_tail_composite,0.7546083541477427,0.6772602481000564,0.033349295311114364,0.19990285880425396,0.0009496565565795583,0.7546083541477427,2.723448988433418e-05,0,{}
129,0.26024659812450407,0.2513884389400482,0.0019791990937665107,0.023820531293749808,0.00016684028611052782,valid_tail_composite,0.7498348004677716,0.6723569105653202,0.033946816206854934,0.19982431653667898,0.0010000283942003187,0.7498348004677716,2.6555671754047637e-05,0,{}
130,0.2610742670297623,0.25198797762393954,0.002023813829291612,0.024414029121398926,0.0001821588951861486,valid_tail_composite,0.7533138990402222,0.6761724142467275,0.03300547961364774,0.1991944505887873,0.001096446809670477,0.7533138990402222,2.5886009151498934e-05,0,{}
131,0.25492788016796114,0.24573955357074737,0.002233773013576865,0.024508708715438844,0.0002180325984954834,valid_tail_composite,0.7416126552750083,0.6613250234547783,0.03566350009949768,0.2067986078122083,0.0010338937213151332,0.7416126552750083,2.5225725478568302e-05,0,{}
132,0.2530062460899353,0.24344238936901091,0.0020142825040966273,0.025775010362267495,0.00018633169966051356,valid_tail_composite,0.7365376703879413,0.6601951753391939,0.03268523645751616,0.19722123707042022,0.001037365582305938,0.7365376703879413,2.4575041008291012e-05,0,{}
133,0.2585371881723404,0.24943945944309234,0.0021541080297902224,0.024380427449941636,0.00017834405967732893,valid_tail_composite,0.7458865782793831,0.6702649137553047,0.032570545945097416,0.19516975476461298,0.0010641949244446175,0.7458865782793831,2.393417281137331e-05,0,{}
134,0.26064272582530973,0.25156789243221284,0.0019610008830204606,0.024447949044406413,0.00016780251113232225,valid_tail_composite,0.7290665787809035,0.6566624255741343,0.03149943141376271,0.18713857759447658,0.0008076845594640711,0.7290665787809035,2.330333468377699e-05,0,{}
135,0.2573223519325256,0.2484051150083542,0.0020928681129589676,0.023776263669133185,0.00023596185899805278,valid_tail_composite,0.722056038239423,0.6472593580975252,0.032995408620027936,0.19271945164484136,0.0009943904425359935,0.722056038239423,2.2682737075396273e-05,0,{}
136,0.26052023708820343,0.25082252323627474,0.0021635490097105504,0.026019768416881563,0.00021077532786875964,valid_tail_composite,0.7257829553940717,0.6514893770217896,0.03344995298368089,0.1911669242031434,0.0009268977771759691,0.7257829553940717,2.207258701985084e-05,0,{}
137,0.24858311772346497,0.23914023101329804,0.0020587087934836744,0.025375102832913398,0.00019981040561106055,valid_tail_composite,0.7320705757421606,0.660176207037533,0.031990057186168784,0.1850009700831245,0.0009947093922699638,0.7320705757421606,2.1473088065418818e-05,0,{}
138,0.26062535762786865,0.25160691678524016,0.002066666204482317,0.02416389673948288,0.00019698722055181862,valid_tail_composite,0.7343830326024223,0.6633056717760423,0.03079345657983247,0.1833242984379039,0.00100688189987148,0.7343830326024223,2.08844402071322e-05,0,{}
139,0.2539501768350601,0.24485541582107545,0.0020730553241446615,0.024356622099876404,0.00020711309945909307,valid_tail_composite,0.722899475518395,0.651017494061414,0.03222006449804587,0.1852015809101217,0.000823225055629497,0.722899475518395,2.0306839820057835e-05,0,{}
140,0.24996836125850677,0.24108742475509642,0.0018184050917625428,0.023980177640914917,0.0001655891101108864,valid_tail_composite,0.7172885852701524,0.6464894168517169,0.0319053402499241,0.18212338843766382,0.0008998935270082096,0.7172885852701524,1.9740479593786035e-05,0,{}
141,0.2577821832895279,0.24878263473510742,0.002170179241802543,0.02399228885769844,0.00022428499709349126,valid_tail_composite,0.7076966341804055,0.6368930620305678,0.032026448013151396,0.18172839459250956,0.0010577977972228408,0.7076966341804055,1.9185548468148523e-05,0,{}
142,0.2539949852228165,0.24465499937534332,0.002024158211424947,0.025116642341017723,0.00019244006078224628,valid_tail_composite,0.7160118292359745,0.6446494635413674,0.03252929010811974,0.1835546414641773,0.0008165104056174374,0.7160118292359745,1.864223157018752e-05,0,{}
143,0.2532783561944962,0.24431148827075957,0.0021877067908644674,0.023943912833929062,0.00019860353582771496,valid_tail_composite,0.7028044567388647,0.6316368614926058,0.03153442098375629,0.18285128824851093,0.0011503515176146345,0.7028044567388647,1.811071015239663e-05,0,{}
144,0.24707673788070678,0.23789206802845,0.0020265570562332867,0.02471078373491764,0.00017411669250577688,valid_tail_composite,0.7058774267925936,0.6374647617340088,0.029577887233565834,0.17683666856849894,0.0008056686612476102,0.7058774267925936,1.7591161532254317e-05,0,{}
145,0.2601861321926117,0.25136141657829286,0.0021042146487161516,0.02362802118062973,0.00017875534103950486,valid_tail_composite,0.6987360400312087,0.6336786606732536,0.02966734503998476,0.1672131103627822,0.0007990884212845498,0.6987360400312087,1.7083759033070276e-05,0,{}
146,0.2515014773607254,0.2425653940439224,0.0021658595837652683,0.023840132802724838,0.00021181635791435837,valid_tail_composite,0.6988987747360679,0.6339128087548649,0.029107946135541973,0.16727308403043187,0.0008250546401113217,0.6988987747360679,1.6588671926163995e-05,0,{}
147,0.24996470749378205,0.24097454965114593,0.0018743511918000878,0.024216550588607787,0.00018599854840431362,valid_tail_composite,0.6982677999664756,0.6323984756189234,0.030026689062223715,0.16903138642801957,0.000937331109204987,0.6982677999664756,1.6106065374395362e-05,0,{}
148,0.25428586900234224,0.24548383176326752,0.0018347049271687866,0.02373480573296547,0.00017055472795618698,valid_tail_composite,0.689293756204493,0.625270170323989,0.02871280536055565,0.16465853680582607,0.0008673774564693518,0.689293756204493,1.563610037706562e-05,0,{}
149,0.2525898081064224,0.24412014901638032,0.002158269234932959,0.022555999234318735,0.00019120652839774266,valid_tail_composite,0.6942147717756384,0.6298274047234479,0.02876870016403058,0.16583283859140732,0.0007894915042390279,0.6942147717756384,1.517893371620748e-05,0,{}
150,0.24885042726993561,0.23985639929771424,0.001955368381459266,0.02422744706273079,0.00016446739755338058,valid_tail_composite,0.6889915185816148,0.6241442491026485,0.029536756741649964,0.16621768474578857,0.0010183040345402654,0.6889915185816148,1.4734717904282066e-05,0,{}
151,0.2528619486093521,0.24405645489692687,0.0020756156789138915,0.0236075184494257,0.00017031535622663796,valid_tail_composite,0.6870280889903798,0.6220502046977773,0.028731926179984036,0.16754010582671447,0.0007899329965071314,0.6870280889903798,1.4303601133300166e-05,0,{}
152,0.2559625709056854,0.24700577855110167,0.0019406795012764633,0.02403923951089382,0.00020656903565395622,valid_tail_composite,0.6801873305264641,0.6162054643911474,0.029957432409419733,0.16369628292672775,0.0009289042662952424,0.6801873305264641,1.3885727225384848e-05,0,{}
153,0.25160907447338104,0.24269691109657288,0.002056521896738559,0.023878829702734947,0.00019102319653029553,valid_tail_composite,0.6828077540678137,0.621382474899292,0.027609787333537552,0.1577273313613499,0.0009316797085750081,0.6828077540678137,1.3481235584791933e-05,0,{}
154,0.25469404339790347,0.2460860240459442,0.00189933099783957,0.02314194932579994,0.00017129696614574642,valid_tail_composite,0.6759551693411434,0.6140702086336473,0.0282354977201013,0.15912220013492248,0.0007267672840766061,0.6759551693411434,1.3090261151404135e-05,0,{}
155,0.24852204382419585,0.23947748005390168,0.001976226000115275,0.024310819283127786,0.00018737620499450713,valid_tail_composite,0.673871166565839,0.6116327362902024,0.029564737616216436,0.15879801529295304,0.000994906308786834,0.673871166565839,1.2712934355714696e-05,0,{}
156,0.25192959666252135,0.24334683537483215,0.002004011231474578,0.023006424754858017,0.0001729508236167021,valid_tail_composite,0.6720625793232637,0.6116087506799137,0.027789733920465496,0.15482700440813513,0.0009418734099359854,0.6720625793232637,1.2349381075315256e-05,0,{}
157,0.25155190885066986,0.2430981922149658,0.0020396226225420835,0.022612087801098822,0.00017540954053401947,valid_tail_composite,0.6611207022386438,0.5982392763390261,0.028887125827810344,0.16083037897067912,0.0010844886265284218,0.6611207022386438,1.1999722592902687e-05,0,{}
158,0.2573405063152313,0.2483132827281952,0.002012526891194284,0.024241840392351152,0.00018676125910133123,valid_tail_composite,0.6640101916649762,0.6009600758552551,0.030248652705374884,0.16080070506123936,0.0009601781065986656,0.6640101916649762,1.1664075555818674e-05,0,{}
159,0.2536221706867218,0.2445453381538391,0.001948083604220301,0.02440272130072117,0.0001950166976894252,valid_tail_composite,0.66000857072718,0.5990152008393231,0.028515102780040574,0.15621799712671952,0.0008187405268579503,0.66000857072718,1.1342551937135765e-05,0,{}
160,0.2498181277513504,0.24093257129192353,0.002104466827586293,0.0237530367821455,0.00020146640847087838,valid_tail_composite,0.6605599207036635,0.6009298703249764,0.028679175411953646,0.152388334274292,0.000744403523105361,0.6605599207036635,1.1035258998302797e-05,0,{}
161,0.2529012984037399,0.24405384838581085,0.0019752002554014325,0.02378969483077526,0.00016802691126940772,valid_tail_composite,0.6524354815483093,0.5942125600927016,0.028047845808460432,0.14870358565274408,0.000756133598556249,0.6524354815483093,1.0742299253361992e-05,0,{}
162,0.25193847954273224,0.243015998005867,0.00196574910543859,0.023971465826034547,0.0001857637506327592,valid_tail_composite,0.6592665069243487,0.5992836952209473,0.02864275357740767,0.15295389820547664,0.0009605328420601675,0.6592665069243487,1.0463770434749968e-05,0,{}
163,0.24831082105636595,0.2397037535905838,0.001950843040831387,0.023079768270254136,0.0001853107722126879,valid_tail_composite,0.6540372827473808,0.5962818124715019,0.02751756930614219,0.14772215485572815,0.0007322678489692728,0.6540372827473808,1.0199765460693842e-05,0,{}
164,0.2549095756063859,0.24627583101391792,0.002077965710971815,0.023106454793984692,0.00017452587962907273,valid_tail_composite,0.6555319533628576,0.5975664608618793,0.02772338009055923,0.14803784165312261,0.0008100833288421307,0.6555319533628576,9.950372404213332e-06,1,"{""nonfinite_grad"": 1}"
165,0.25212580561637876,0.2436325407028198,0.0018670500325970352,0.02283224530518055,0.00017143162520369515,valid_tail_composite,0.6426489458364599,0.5865006446838379,0.026187258060364163,0.1436392178430277,0.0008494997951749931,0.6426489458364599,9.715674463739295e-06,0,{}
166,0.25168200850486755,0.24271279335021972,0.0021227170061320065,0.0240524759888649,0.00016840660158777608,valid_tail_composite,0.6553905781577615,0.5998536944389343,0.026679102879236725,0.14209299227770636,0.0006246836710488424,0.6553905781577615,9.495749935358441e-06,0,{}
167,0.2504375970363617,0.24152844429016113,0.002109128599986434,0.023824342861771583,0.00019841230125166475,valid_tail_composite,0.6368588454583112,0.5815505613298977,0.0274213502621826,0.14061416597927318,0.0008120616933892426,0.6368588454583112,9.290672186693469e-06,0,{}
168,0.24561793863773346,0.2367524492740631,0.0019125455105677247,0.023901599198579787,0.00015656065748771654,valid_tail_composite,0.6363915029694053,0.5813978735138389,0.029003156513413963,0.1385901508962407,0.0009152484794065137,0.6363915029694053,9.100509632427357e-06,0,{}
169,0.253025997877121,0.24436100602149963,0.002046668482944369,0.02320683091878891,0.0001776918285759166,valid_tail_composite,0.6357064036762013,0.5795561846564797,0.02783899162622059,0.14277664615827448,0.0008141242698697812,0.6357064036762013,8.92532571147995e-06,0,{}
170,0.24880863070487977,0.2402540397644043,0.0018872221955098213,0.022963286489248277,0.00018666430318262428,valid_tail_composite,0.645699820097755,0.5911473982474383,0.02754755109986838,0.1386117159443743,0.0007050692776615239,0.645699820097755,8.765178865844562e-06,0,{}
171,0.24742924571037292,0.23846058309078216,0.001920914778020233,0.02411553271114826,0.00019205533055355773,valid_tail_composite,0.636655775939717,0.5825423808658824,0.026832479107029298,0.13746241830727635,0.000846737581442165,0.636655775939717,8.62012252109146e-06,0,{}
172,0.2475809186697006,0.23847779750823975,0.0021067035663872957,0.024347259402275084,0.00021365430671721697,valid_tail_composite,0.6484308102551628,0.5947544224121991,0.02665825204595047,0.1364603117108345,0.0007781802953960484,0.6484308102551628,8.490205068544929e-06,0,{}
173,0.24679739892482758,0.23798067450523377,0.002032765937037766,0.02365334153175354,0.00017533276113681495,valid_tail_composite,0.6369812208063462,0.5833773998653188,0.02667071286808042,0.13615455785218408,0.0008207615336526514,0.6369812208063462,8.375469849139752e-06,0,{}
174,0.24945180892944335,0.2408009225130081,0.0020338987931609155,0.023179185390472413,0.0001751912001054734,valid_tail_composite,0.6334240681984845,0.5807534491314608,0.02580874040722847,0.13410726715536678,0.0007617624659734942,0.6334240681984845,8.27595513896249e-06,0,{}
175,0.24659400701522827,0.237844118475914,0.002076879895757884,0.023435098752379417,0.00017630787391681224,valid_tail_composite,0.6277479459257687,0.5743652494514689,0.02829906640245634,0.13463721511995091,0.0007998088583596708,0.6277479459257687,8.191694136482465e-06,0,{}
176,0.24729007720947266,0.23864276349544525,0.001990579736884683,0.02319439634680748,0.0001748755600419827,valid_tail_composite,0.6298424917108872,0.579492086873335,0.026147525209714386,0.12716075953315287,0.0008195254417574581,0.6298424917108872,8.122714951476625e-06,0,{}
177,0.24971828043460845,0.24114168405532838,0.0017931765713728965,0.023112644143402576,0.00017137830203864724,valid_tail_composite,0.6303496641271255,0.5798589499557719,0.027689750744577718,0.12698083721539555,0.0006792926176464843,0.6303496641271255,8.069040595652016e-06,0,{}
178,0.24953408122062684,0.24068236529827117,0.002028679233044386,0.023746280297636986,0.0001797139650443569,valid_tail_composite,0.6144370331483728,0.5634755404556498,0.025701555094736463,0.12930015869000377,0.0007548246674773776,0.6144370331483728,8.03068897496899e-06,0,{}
179,0.2443476778268814,0.2356477653980255,0.002030533887445927,0.02327964872121811,0.00019457450252957642,valid_tail_composite,0.6255181677201215,0.5766741247738109,0.024286879719618487,0.12426059386309456,0.0006606102174641017,0.6255181677201215,8.007672883667723e-06,0,{}
180,0.24742203414440156,0.23873591005802156,0.0019155230838805437,0.023374537751078606,0.00016258030314929782,valid_tail_composite,0.6134792145560769,0.5639924967990202,0.025809157858876622,0.12514929254265392,0.0006968544976724148,0.6134792145560769,8.000000000000001e-06,0,{}
