epoch,train_loss,train_denoise_loss,train_factor_corr_loss,train_asset_corr_loss,train_portfolio_tail_loss,valid_selection_metric,valid_selection_score,valid_noise_mse,valid_factor_corr_loss,valid_asset_corr_loss,valid_portfolio_tail_loss,valid_tail_composite,lr,skipped_batches,skip_reasons
20,0.39446388006210326,0.37240866422653196,0.004536596834659576,0.05916887238621712,0.0005850551999174059,valid_tail_composite,1.1460874010534847,1.0210985155666576,0.056299013140446996,0.312824827783248,0.00565383245018037,1.1460874010534847,9.889949036757265e-05,0,{}
21,0.3865982735157013,0.3646396636962891,0.004445214681327343,0.05875661164522171,0.0006730025773867965,valid_tail_composite,1.144612564760096,1.0196006788926966,0.05524370600195492,0.31348928107934837,0.005655835725038368,1.144612564760096,9.870932781330654e-05,0,{}
22,0.39294219851493833,0.3725292444229126,0.004507539477199316,0.054664333909749986,0.0005052479571895674,valid_tail_composite,1.141468693228329,1.0180162191390991,0.05545580299461589,0.31152991512242484,0.004434433039825629,1.141468693228329,9.850425006464156e-05,0,{}
23,0.3826968050003052,0.3634970986843109,0.0044325562380254264,0.051124768406152724,0.0005593651032540948,valid_tail_composite,1.138259866658379,1.0160330043119543,0.054329851203981566,0.30813709953252005,0.004683888818630401,1.138259866658379,9.828432553626072e-05,0,{}
24,0.3843453502655029,0.3666153073310852,0.004122906569391489,0.04729832887649536,0.0004680656420532614,valid_tail_composite,1.1390533797881182,1.0155108185375439,0.05400173957733547,0.312082695610383,0.0046843600678531565,1.1390533797881182,9.804962759578667e-05,0,{}
25,0.3782710373401642,0.35979065418243406,0.004064598008990288,0.049545253962278366,0.000435494213597849,valid_tail_composite,1.1355122818666346,1.0125357403474695,0.05457194270018269,0.31107723362305584,0.0042468256125336185,1.1355122818666346,9.780023453930617e-05,0,{}
26,0.3798844516277313,0.3619787681102753,0.0036256134184077383,0.04808709785342216,0.00046676630969159303,valid_tail_composite,1.134981912725112,1.0115723399554981,0.05526854316977894,0.31140703138183146,0.0044845345512251646,1.134981912725112,9.753622956525004e-05,0,{}
27,0.3726371920108795,0.3543384528160095,0.003967730356380344,0.0490743713080883,0.0004388841637410223,valid_tail_composite,1.132329407860251,1.0102060857941122,0.053288821788395155,0.310522174133974,0.0037104199188487496,1.132329407860251,9.725770074663801e-05,0,{}
28,0.3787579309940338,0.3610405290126801,0.003700332185253501,0.047476124316453934,0.0004809167853090912,valid_tail_composite,1.1291173135533052,1.0072152369162615,0.05462797928382369,0.30857128080199747,0.003968743552618167,1.1291173135533052,9.696474100169722e-05,0,{}
29,0.3723218047618866,0.35562130451202395,0.0035775191709399223,0.04479902915656567,0.0004071121953893453,valid_tail_composite,1.130223828203538,1.0080757842344397,0.05419764897840865,0.308541946551379,0.004425103899420184,1.130223828203538,9.665744806286424e-05,0,{}
30,0.3644383466243744,0.3480625367164612,0.0035639244923368098,0.04390756040811539,0.0003938370192190632,valid_tail_composite,1.1271382009281832,1.003616098095389,0.05441987032399458,0.31212426108472485,0.004526180269963601,1.1271382009281832,9.633592444418134e-05,0,{}
31,0.3699790680408478,0.35381437301635743,0.003770246598869562,0.04306124158203602,0.0004522884712787345,valid_tail_composite,1.1235815917744356,1.0015930498347563,0.05473949431496508,0.3094382636687335,0.0036496748456128817,1.1235815917744356,9.600027740709732e-05,0,{}
32,0.35905935764312746,0.3427725768089294,0.003665855121798813,0.04354268044233322,0.00041822290397249164,valid_tail_composite,1.1215842892141903,1.0008891575476702,0.05338813276851878,0.306113740977119,0.0038369564229951184,1.1215842892141903,9.565061892468476e-05,0,{}
33,0.3673087692260742,0.3513423454761505,0.0033625588333234193,0.04284153290092945,0.00039916551031637937,valid_tail_composite,1.1218727967318367,1.0002468859448153,0.054887659190332186,0.30718008034369526,0.0041804833488319725,1.1218727967318367,9.528706564428532e-05,0,{}
34,0.3556410527229309,0.33805968999862673,0.0036366772884503006,0.047330848127603534,0.0003843040153151378,valid_tail_composite,1.1175432766185087,0.9977660109015072,0.05286896743756883,0.3042018027866588,0.0036438078044311087,1.1175432766185087,9.490973884859587e-05,0,{}
35,0.35604011416435244,0.34004124522209167,0.0033690116973593832,0.04259073667228222,0.0005577418825123459,valid_tail_composite,1.1139184446895825,0.9944743373814751,0.05260147899389267,0.3035619802334729,0.0035694774295039035,1.1139184446895825,9.451876441520809e-05,0,{}
36,0.34853344202041625,0.3324690783023834,0.0035738960513845086,0.0426747677475214,0.0005512222927063704,valid_tail_composite,1.1129659203922047,0.9921329827869639,0.05370879721115617,0.307456316316829,0.0033086259209085256,1.1129659203922047,9.411427277461517e-05,0,{}
37,0.3552020990848541,0.34081522703170775,0.00332822869066149,0.03833259843289852,0.00040641502593643966,valid_tail_composite,1.1124432998545029,0.9919457295361687,0.05286411261733841,0.3057889815639047,0.0038648048717090312,1.1124432998545029,9.369639886669985e-05,0,{}
38,0.35208863139152524,0.3382107925415039,0.0032848204113543034,0.036894734427332876,0.00041029442712897435,valid_tail_composite,1.1104214121313656,0.9879929248024436,0.054825644501868415,0.3084295514751883,0.0046840098083895795,1.1104214121313656,9.326528209571794e-05,0,{}
39,0.35103062748909,0.33569600820541384,0.0030556512018665672,0.041269544959068295,0.0003721942874835804,valid_tail_composite,1.1071392157498527,0.9859427388976602,0.05407846587545732,0.3074430472710553,0.0037009578252978183,1.1071392157498527,9.282106628379253e-05,0,{}
40,0.3434255409240723,0.32816160559654234,0.003516028136946261,0.04051364056766033,0.0005079452868085355,valid_tail_composite,1.1043730272966272,0.9825169268776389,0.05550125471371062,0.3076366186141968,0.004110722378005876,1.1043730272966272,9.236389962293438e-05,0,{}
41,0.34804755330085757,0.3337653040885925,0.003185967314057052,0.038171242401003835,0.0003801563777960837,valid_tail_composite,1.1031747495426851,0.9822793953558978,0.05427773099611787,0.3075238676632152,0.0032085937495781656,1.1031747495426851,9.189393462560465e-05,0,{}
42,0.3356710970401764,0.32143325328826905,0.003324622851796448,0.03800185881555081,0.0003630281239748001,valid_tail_composite,1.098640708362355,0.9790003685390248,0.053739872487152326,0.3040271752020892,0.003310481586274417,1.098640708362355,9.141132807383601e-05,0,{}
43,0.33861934542655947,0.3246219515800476,0.003154327585361898,0.03741522639989853,0.0003615993680432439,valid_tail_composite,1.0964624250636381,0.9750840173048132,0.05402823033578256,0.3083118112648235,0.003551508074023706,1.0964624250636381,9.091624096692974e-05,0,{}
44,0.3381187343597412,0.32428253054618833,0.002840640712529421,0.037226624265313146,0.000318347699358128,valid_tail_composite,1.0951350506614237,0.9752574072164648,0.05424032404142268,0.3035723426762749,0.003705660661901621,1.0951350506614237,9.040883846774569e-05,0,{}
45,0.34128665447235107,0.32817782163619996,0.0029334636637941003,0.03505145825445652,0.00033883568306919187,valid_tail_composite,1.092059282695546,0.9714794123873991,0.054059743881225586,0.30629953128450055,0.003417439361595932,1.092059282695546,8.988928984760339e-05,0,{}
46,0.33270838499069216,0.3180802381038666,0.003296699095517397,0.03898428976535797,0.00043240137165412307,valid_tail_composite,1.0879804667304545,0.9681684129378375,0.0544872827389661,0.3049740791320801,0.0028982241432565976,1.0879804667304545,8.935776842981248e-05,0,{}
47,0.3434657871723175,0.32948235511779783,0.0027200877107679843,0.03771036103367806,0.00032105232821777463,valid_tail_composite,1.0819436872706694,0.963680575875675,0.053141885491855,0.30059199999360475,0.003236699866487042,1.0819436872706694,8.881445153185148e-05,0,{}
48,0.34113031029701235,0.32645562767982483,0.0032634766446426513,0.039141875505447385,0.00042978580517228694,valid_tail_composite,1.0794011985554415,0.9648384136312148,0.05028087349937243,0.2938127710538752,0.0022295399034834083,1.0794011985554415,8.825952040621397e-05,0,{}
49,0.33416853070259095,0.32099895596504213,0.002826621658168733,0.03519739955663681,0.0003802132746204734,valid_tail_composite,1.0769629127839033,0.9576373345711652,0.0540391552974196,0.3025879369062536,0.0034826125004602704,1.0769629127839033,8.769316017994216e-05,0,{}
50,0.3378537738323212,0.32378692626953126,0.0031244149012491108,0.03757865443825722,0.00038591696706134825,valid_tail_composite,1.0761891252854292,0.9587260449633879,0.052879181307028324,0.299518858685213,0.0027408614576629855,1.0761891252854292,8.711555979286782e-05,0,{}
51,0.3327530479431152,0.3201372814178467,0.003005547160282731,0.03364351280033588,0.00031923593662213533,valid_tail_composite,1.071116377325619,0.9530140301760506,0.05392223596572876,0.30076618229641633,0.002732999064713059,1.071116377325619,8.652691193458119e-05,0,{}
52,0.32821914315223694,0.3160248899459839,0.002795540108345449,0.03262115202844143,0.0002903191657969728,valid_tail_composite,1.0709108675227446,0.9538366829647738,0.05248460392741596,0.29824675531948314,0.0029211843126069974,1.0709108675227446,8.592741298014916e-05,0,{}
53,0.32876312494277954,0.31698232650756836,0.0028590388828888535,0.031260813251137734,0.0003569352009799331,valid_tail_composite,1.061488291796516,0.9460433160557467,0.05181048459866468,0.29553362376549663,0.0021947983700289007,1.061488291796516,8.531726292460374e-05,0,{}
54,0.33136412382125857,0.3187473511695862,0.002693753936327994,0.033926724791526794,0.00027155588031746447,valid_tail_composite,1.0609097901512594,0.9433620466905481,0.05323238320210401,0.2994027786395129,0.0028137566028710675,1.0609097901512594,8.469666531622302e-05,0,{}
55,0.3239794421195984,0.3117283463478088,0.0028631769912317393,0.03264787130057812,0.0003355991444550455,valid_tail_composite,1.0605986328685986,0.9439910264576182,0.052008258069262785,0.29728717663708853,0.002873948306146571,1.0605986328685986,8.406582718862672e-05,0,{}
56,0.3304118025302887,0.318952351808548,0.0027772127743810413,0.030545412674546243,0.0002841529727447778,valid_tail_composite,1.0543650108225204,0.9406674819834092,0.04980087050181978,0.2910053905318765,0.002513966677189969,1.0543650108225204,8.342495899170901e-05,0,{}
57,0.32404892802238466,0.31222358226776126,0.0027352639893069865,0.03151847757399082,0.0003290955082047731,valid_tail_composite,1.055380947449628,0.938324255101821,0.05185900825787993,0.29855918358354006,0.002918916706488851,1.055380947449628,8.277427452143169e-05,0,{}
58,0.3197719717025757,0.30829520463943483,0.003093220330774784,0.03031302645802498,0.0003314182866597548,valid_tail_composite,1.0523105158525354,0.9376434824045967,0.05018832556465093,0.2935400631497888,0.0025204584851641863,1.0523105158525354,8.211399084850107e-05,0,{}
59,0.31551297903060915,0.3030891311168671,0.0026519988756626843,0.033306245803833005,0.0003150168299907818,valid_tail_composite,1.0462354071000044,0.9305722748532015,0.0509216914720395,0.29600608173538656,0.002502218621563824,1.0462354071000044,8.144432824595237e-05,0,{}
60,0.317805198431015,0.30650689005851744,0.0027514908136799933,0.030031780675053597,0.00031584750628098845,valid_tail_composite,1.041772674111759,0.9287621168529286,0.048889227321042734,0.2908855343566221,0.001897029611213571,1.041772674111759,8.076551011566584e-05,0,{}
61,0.3177748560905457,0.30630832314491274,0.002731668238993734,0.0305077388882637,0.0003233253146754578,valid_tail_composite,1.037382020669825,0.9235300211345449,0.05060217617189183,0.2910652791752535,0.002478296247050714,1.037382020669825,8.00777629138391e-05,0,{}
62,0.3172722375392914,0.30521268367767335,0.0028604919044300913,0.03205771341919899,0.00035634159110486507,valid_tail_composite,1.0333169558468986,0.9191173244925106,0.05037299565532628,0.29309745395884795,0.0020545676405377246,1.0333169558468986,7.938131607544052e-05,0,{}
63,0.3207542026042938,0.30912249684333803,0.002507149716839194,0.03121155045926571,0.0002749796089483425,valid_tail_composite,1.0312252535539514,0.9176791731049033,0.050467555685078394,0.29006891215548797,0.002571249640930225,1.0312252535539514,7.867640193766887e-05,0,{}
64,0.3181645381450653,0.30591523051261904,0.0029463020199909807,0.03263269230723381,0.000318142005125992,valid_tail_composite,1.0268378152566797,0.9130430572173175,0.05091837881242528,0.2919381953337613,0.0019102848823154893,1.0268378152566797,7.79632556624448e-05,0,{}
65,0.3104879856109619,0.29874945282936094,0.00283642434515059,0.031220598816871642,0.0003253873353241943,valid_tail_composite,1.0228893932174234,0.909186065196991,0.0518522429115632,0.2902945166125017,0.0023063764862907943,1.0228893932174234,7.724211515795995e-05,0,{}
66,0.31457475066185,0.30318434119224547,0.0024527656799182298,0.030606905817985534,0.000249924871022813,valid_tail_composite,1.0185060886775745,0.9062385278589585,0.05012377220041612,0.28793035184635835,0.001956234429278137,1.0185060886775745,7.651322099930993e-05,0,{}
67,0.31342212557792665,0.3021084463596344,0.00267396439332515,0.03011508271098137,0.0003181447007227689,valid_tail_composite,1.0145644510493559,0.901327413671157,0.051040664315223694,0.2901180193704717,0.0019834713243386324,1.0145644510493559,7.57768163482376e-05,0,{}
68,0.3046907603740692,0.2931377387046814,0.002489486145786941,0.030962912663817406,0.0002908115863101557,valid_tail_composite,1.0125193490701563,0.9004285966648775,0.050342638702953565,0.2863976175294203,0.0023774357207859043,1.0125193490701563,7.503314687201338e-05,0,{}
69,0.30402754187583925,0.2922991323471069,0.00257683802396059,0.031482655853033066,0.0002588123106397688,valid_tail_composite,1.0076062223490547,0.895193569800433,0.0499504916369915,0.28811956240850334,0.002107625255388591,1.0076062223490547,7.42824606614798e-05,0,{}
70,0.304623042345047,0.29387165665626525,0.002604349725879729,0.028614097163081168,0.0002874414954567328,valid_tail_composite,1.0039160987910103,0.8917514331200543,0.05035485918907558,0.28715646968168373,0.0021185769069501583,1.0039160987910103,7.35250081482875e-05,0,{}
71,0.2958122515678406,0.2843139451742172,0.0025722577003762124,0.03075599305331707,0.0002923436800483614,valid_tail_composite,0.9962055367581985,0.8842886861632852,0.050859649391735304,0.2856087360311957,0.0023758439056109637,0.9962055367581985,7.276104202135027e-05,0,{}
72,0.29939583003520964,0.2883876496553421,0.0027842336893081666,0.029225293919444083,0.0002966398367425427,valid_tail_composite,0.995338548632229,0.8831276788431055,0.050213831969920325,0.2878383573363809,0.0018995732466197189,0.995338548632229,7.199081714254717e-05,0,{}
73,0.30085863947868347,0.28978368163108825,0.002521078246645629,0.02959089905023575,0.0002852389530744404,valid_tail_composite,0.9910448824658113,0.8815049108336953,0.048398145310142464,0.28116629754795747,0.0019362032317611225,0.9910448824658113,7.121459046169965e-05,0,{}
74,0.3015055501461029,0.2904440665245056,0.002459504026919603,0.029625154212117196,0.0002677005436271429,valid_tail_composite,0.9848599013160256,0.8769102973096511,0.04761309954611694,0.2777223148766686,0.0016322256774668966,0.9848599013160256,7.043262093085211e-05,0,{}
75,0.29754122614860534,0.28634860932826994,0.002603095518425107,0.029666996523737908,0.0003847373812459409,valid_tail_composite,0.9858346160720376,0.8784911492291618,0.04845439938499647,0.2754794815007378,0.0016463689886115711,0.9858346160720376,6.964516941788466e-05,0,{}
76,0.3000185239315033,0.2886129939556122,0.00253671960439533,0.030552130043506622,0.00027325415227096527,valid_tail_composite,0.9739966743132648,0.8661819731487947,0.04791491478681564,0.27599259422105904,0.002179075438214247,0.9739966743132648,6.885249861948653e-05,0,{}
77,0.3017013442516327,0.2901316487789154,0.0026017341576516626,0.03088873751461506,0.00031772719346918166,valid_tail_composite,0.9755708925864276,0.8666092998841229,0.04891369645209873,0.27953185491702137,0.0017902800926308641,0.9755708925864276,6.805487297351961e-05,0,{}
78,0.29177900314331057,0.28110260486602784,0.0024675670824944973,0.02849312447011471,0.000280388972023502,valid_tail_composite,0.965850689831902,0.8581927664139691,0.04712051832500626,0.277609728714999,0.001427244280314292,0.965850689831902,6.725255857080094e-05,0,{}
79,0.2961428010463715,0.28524691045284273,0.0025936077442020177,0.028987882137298585,0.000308545739389956,valid_tail_composite,0.9649249069830951,0.857566938680761,0.04665151501403136,0.27603473295183745,0.0018873364152729184,0.9649249069830951,6.644582306633384e-05,0,{}
80,0.28994678020477294,0.27912218689918517,0.002499423171393573,0.028920488953590392,0.0002700538758654147,valid_tail_composite,0.960752851822797,0.8543654364698073,0.046655397643061244,0.2739964495686924,0.0015434511399636155,0.960752851822797,6.563493559001731e-05,0,{}
81,0.2886207277576129,0.2773634350548188,0.002596936911383333,0.030090570993100602,0.0002749405114930899,valid_tail_composite,0.9589798099854413,0.8523967897190767,0.04736532511956552,0.2737489526762682,0.0017304506447330555,0.9589798099854413,6.482016665686324e-05,1,"{""nonfinite_grad"": 1}"
82,0.2830885171890259,0.27223216772079467,0.002623691423796117,0.028865829184651373,0.0003047631127992645,valid_tail_composite,0.9479027109987596,0.8406058199265424,0.04909004095722647,0.2744090241544387,0.001914301112479092,0.9479027109987596,6.400178807675163e-05,0,{}
83,0.2890957200527191,0.27780247151851656,0.0025020782416686417,0.030200577899813653,0.00029684086301131176,valid_tail_composite,0.9420133057762595,0.8336361120728886,0.048521379337591285,0.27818992295685935,0.0017419261481229436,0.9420133057762595,6.318007286375384e-05,0,{}
84,0.2912334537506103,0.2811339867115021,0.002216135996859521,0.027108959183096887,0.00022414645267417654,valid_tail_composite,0.9381695424809176,0.8328761037658242,0.04602272326455397,0.270925414036302,0.001686650124611333,0.9381695424809176,6.235529514505408e-05,0,{}
85,0.2950164711475372,0.28466568410396575,0.00261066853068769,0.027481611371040344,0.0002801097359042615,valid_tail_composite,0.9338528689216165,0.8304635707069846,0.04479809927151484,0.26618055473355684,0.0016886399320997845,0.9338528689216165,6.152773006949966e-05,0,{}
86,0.29116306602954867,0.28058989822864533,0.0023799381218850614,0.02827824518084526,0.00026639356015948577,valid_tail_composite,0.9345092492945054,0.8300970722647274,0.04595435498391881,0.26817265941816215,0.001814519808463314,0.9345092492945054,6.0697653715810235e-05,0,{}
87,0.27978965878486634,0.2691860383749008,0.002441497244872153,0.028167893812060356,0.00034207745658932254,valid_tail_composite,0.9226790245841531,0.8181560179766487,0.04638814893277252,0.2683931878384422,0.0017436868904898053,0.9226790245841531,5.986534300047696e-05,0,{}
88,0.2833116102218628,0.2728589332103729,0.002588322195224464,0.02781997315585613,0.00026403332100016996,valid_tail_composite,0.9219115902395809,0.8193332728217629,0.045501155011794144,0.2641959856538212,0.0013459886643378174,0.9219115902395809,5.903107558538223e-05,0,{}
89,0.28768046736717223,0.2773952126502991,0.0022337306896224617,0.02765065886080265,0.00021436752460431306,valid_tail_composite,0.9181307308814105,0.8152124531128827,0.045624200692948175,0.2649119119433796,0.0014323393672170555,0.9181307308814105,5.819512978517052e-05,0,{}
90,0.2835403424501419,0.27293683230876925,0.0024350279290229083,0.02836549386382103,0.000251440335996449,valid_tail_composite,0.9089068665223963,0.806452165631687,0.045447840081418264,0.2634880428805071,0.0015257532615899382,0.9089068665223963,5.735778447440174e-05,0,{}
91,0.2845221132040024,0.2732845425605774,0.0025102474261075257,0.030061445087194442,0.0002853546931874007,valid_tail_composite,0.9115643080543069,0.8115578293800354,0.04321712200694224,0.25809216324020834,0.0013743942271342829,0.9115643080543069,5.65193189945176e-05,0,{}
92,0.2891771447658539,0.2789904874563217,0.0022277935314923523,0.027390760332345963,0.0002057761960895732,valid_tail_composite,0.9139425509116229,0.8133912261794595,0.0440637446282541,0.25924186496173635,0.001338558368254727,0.9139425509116229,5.5680013060652314e-05,0,{}
93,0.2855522781610489,0.27554542422294614,0.002234127507545054,0.026771316900849343,0.0002534190090955235,valid_tail_composite,0.8986508846282959,0.7981762079631581,0.0433248816167607,0.2591306540895911,0.0014852983740103595,0.8986508846282959,5.4840146668318546e-05,0,{}
94,0.2799166065454483,0.2698861491680145,0.002291430672630668,0.026818923950195313,0.00024740267457673326,valid_tail_composite,0.9016294479370117,0.8030682872323429,0.04198196661822936,0.2544500082731247,0.0014763536618214428,0.9016294479370117,5.4e-05,0,{}
95,0.2718773621320725,0.2613983690738678,0.0023373682470992207,0.028047255128622054,0.0002599735534749925,valid_tail_composite,0.8950602657654706,0.7964658772244173,0.04414971315247171,0.2535373962977353,0.0013684707022655535,0.8950602657654706,5.3159853331681464e-05,0,{}
96,0.2869464862346649,0.2767332553863525,0.0024050083803012967,0.027241488471627235,0.00026361234427895396,valid_tail_composite,0.8891775117200964,0.7911782895817476,0.04300940661307644,0.2520118294393315,0.001590943427907084,0.8891775117200964,5.2319986939347696e-05,0,{}
97,0.2798862743377686,0.26956907093524934,0.0023525242647156118,0.027558225989341736,0.0002684273960767314,valid_tail_composite,0.8777521918801701,0.7809669620850507,0.04155413740698029,0.2500075347283307,0.0012957028520759195,0.8777521918801701,5.1480681005482395e-05,0,{}
98,0.27801723539829254,0.2680899208784103,0.002194666974246502,0.026599302515387536,0.00023817127163056284,valid_tail_composite,0.880954013151281,0.7823747817207786,0.043454336988575315,0.2536063860444462,0.0015015268102562165,0.880954013151281,5.064221552559826e-05,0,{}
99,0.2762687623500824,0.2667566978931427,0.0020470695244148374,0.02552800178527832,0.0002237926924135536,valid_tail_composite,0.872839513946982,0.7741418165319106,0.04405510995317908,0.25322505305795107,0.0016771916039835882,0.872839513946982,4.9804870214829476e-05,0,{}
100,0.27612690567970277,0.26643786668777464,0.002441529235802591,0.025819502770900726,0.00021854626422282308,valid_tail_composite,0.862338241408853,0.7671124198857475,0.041354869985405135,0.2452094966874403,0.0015086984220782623,0.862338241408853,4.896892441461779e-05,0,{}
101,0.2725403380393982,0.2626060277223587,0.002092686442192644,0.026748545914888382,0.0002050441229948774,valid_tail_composite,0.8635088626076194,0.7700799913967357,0.040990862557116675,0.24088894970276775,0.0012260914766503608,0.8635088626076194,4.813465699952305e-05,0,{}
102,0.27002241134643556,0.2598598974943161,0.002262094207108021,0.027182756960391997,0.0002615093853091821,valid_tail_composite,0.8556978807729834,0.7623809085172766,0.040351967601215136,0.2412078047499937,0.0010984469845425338,0.8556978807729834,4.730234628418979e-05,0,{}
103,0.2755731874704361,0.2653678345680237,0.002400425202213228,0.027283509001135825,0.0002347228501457721,valid_tail_composite,0.8535826451638165,0.758646498708164,0.04203036635675851,0.2444328455364003,0.0013047794260166805,0.8535826451638165,4.6472269930500354e-05,0,{}
104,0.2709998959302902,0.26153661906719206,0.0019747091876342895,0.025522024482488633,0.00018083510658470914,valid_tail_composite,0.8575795748654533,0.7642974502900067,0.039984490831985194,0.24100202234352336,0.0012460378142457235,0.8575795748654533,4.5644704854945934e-05,0,{}
105,0.2794486093521118,0.26985579311847685,0.0022999817691743375,0.025611936300992965,0.00022485663241241126,valid_tail_composite,0.8392888833494747,0.7460240300963906,0.03991892999585937,0.24101613111355724,0.001233881276943173,0.8392888833494747,4.4819927136246186e-05,0,{}
106,0.2740091633796692,0.26371578574180604,0.0023719948390498757,0.027591602131724357,0.00021589505340671166,valid_tail_composite,0.8340990332996144,0.7413978506537044,0.04102801947909243,0.23827405361568227,0.0014662299089489832,0.8340990332996144,4.399821192324838e-05,0,{}
107,0.2680192917585373,0.2582971704006195,0.0020641484577208755,0.026085530295968055,0.00023914150369819254,valid_tail_composite,0.8450223523027757,0.7544178577030406,0.03789166503531091,0.23492129147052765,0.0010716123574906413,0.8450223523027757,4.317983334313677e-05,0,{}
108,0.26910674035549165,0.25996880054473875,0.002130617327056825,0.0244716714322567,0.00019564005197025836,valid_tail_composite,0.8363200566347908,0.7454887242878184,0.03957997985622462,0.23443149819093592,0.0011523997202269075,0.8363200566347908,4.236506440998268e-05,0,{}
