portfolio,model,var5,var1,cvar5,probability_drawdown_10pct
random_dirichlet_25,factor_ddpm_stress,-0.2616035036538697,-0.3800472326000661,-0.35263939842411873,0.7307692307692307
random_dirichlet_25,factor_ddpm_base,-0.22155349098670993,-0.24207180287446792,-0.23386314722897716,0.6666666666666666
random_dirichlet_25,historical_bootstrap_train,-0.12056763328246443,-0.1670974207273394,-0.1598979878543119,0.3717948717948718
random_dirichlet_25,gaussian_cov_train,-0.13693725324509512,-0.17720569130272784,-0.16297085831441038,0.3717948717948718
random_dirichlet_25,t_copula_train,-0.16306753129026919,-0.21678785120348326,-0.19981722182672745,0.5384615384615384
random_dirichlet_25,filtered_historical_simulation_train,-0.16543570654867965,-0.19659976045172076,-0.18951146583542025,0.4230769230769231
random_dirichlet_25,gaussian_factor_same_calibration_stack,-0.17581026269974334,-0.22642706071669558,-0.21280495694240445,0.358974358974359
random_dirichlet_25,factor_ddpm_stress_uncalibrated,-0.2356963081837703,-0.3380432531772464,-0.3129346734221842,0.6794871794871795
random_dirichlet_25,factor_ddpm_base_uncalibrated,-0.19352794741413565,-0.21647510816411444,-0.20834967992838782,0.6025641025641025
random_dirichlet_26,factor_ddpm_stress,-0.27706556216364114,-0.38490219167182127,-0.3517439517043145,0.7307692307692307
random_dirichlet_26,factor_ddpm_base,-0.221281415413649,-0.24306475516455586,-0.2365625657370297,0.6538461538461539
random_dirichlet_26,historical_bootstrap_train,-0.12059868427429497,-0.16276821517654688,-0.15548539685794394,0.3717948717948718
random_dirichlet_26,gaussian_cov_train,-0.1342086349647801,-0.17219973609778422,-0.15909173034404894,0.34615384615384615
random_dirichlet_26,t_copula_train,-0.16534747693679022,-0.21230071058755454,-0.19711262698467227,0.5256410256410257
random_dirichlet_26,filtered_historical_simulation_train,-0.1647549064985121,-0.18796381436740792,-0.18352911832617108,0.41025641025641024
random_dirichlet_26,gaussian_factor_same_calibration_stack,-0.16207833073239694,-0.21898914689492482,-0.2072972549805614,0.358974358974359
random_dirichlet_26,factor_ddpm_stress_uncalibrated,-0.2608005610347326,-0.3469677503877708,-0.31795698503971614,0.7051282051282052
random_dirichlet_26,factor_ddpm_base_uncalibrated,-0.19914032105829665,-0.22086734930870824,-0.21253874233947612,0.5641025641025641
random_dirichlet_27,factor_ddpm_stress,-0.3014343252988634,-0.41917515261919336,-0.3962725624614333,0.8076923076923077
random_dirichlet_27,factor_ddpm_base,-0.2569545889873972,-0.26999148408901824,-0.26832497854451887,0.7307692307692307
random_dirichlet_27,historical_bootstrap_train,-0.12674188387263832,-0.17554295191004082,-0.16917681996405912,0.41025641025641024
random_dirichlet_27,gaussian_cov_train,-0.1415588424318621,-0.18131272061341525,-0.16680410173917923,0.4230769230769231
random_dirichlet_27,t_copula_train,-0.16839798805452766,-0.21989467716139974,-0.20513675007456142,0.5512820512820513
random_dirichlet_27,filtered_historical_simulation_train,-0.17166724021799568,-0.20190378566628878,-0.19500564652388955,0.46153846153846156
random_dirichlet_27,gaussian_factor_same_calibration_stack,-0.17749460304560943,-0.22924589455045674,-0.21653997742477746,0.38461538461538464
random_dirichlet_27,factor_ddpm_stress_uncalibrated,-0.27258669504410415,-0.37913569769563865,-0.3619068123187975,0.782051282051282
random_dirichlet_27,factor_ddpm_base_uncalibrated,-0.23257449299409794,-0.244381555900289,-0.2426456334589857,0.6923076923076923
random_dirichlet_28,factor_ddpm_stress,-0.2580318716540197,-0.35215646196694755,-0.33158751226616223,0.7051282051282052
random_dirichlet_28,factor_ddpm_base,-0.2069560457488708,-0.22294425501352802,-0.2213296871173639,0.6153846153846154
random_dirichlet_28,historical_bootstrap_train,-0.11896193701275143,-0.15942647331408238,-0.15353942463588413,0.38461538461538464
random_dirichlet_28,gaussian_cov_train,-0.13473218178336635,-0.17201252368147718,-0.15872541824406572,0.358974358974359
random_dirichlet_28,t_copula_train,-0.15451216938748488,-0.20922625477817777,-0.1910466666539699,0.5128205128205128
random_dirichlet_28,filtered_historical_simulation_train,-0.16782355010242647,-0.18770197129159305,-0.18672376888502273,0.41025641025641024
random_dirichlet_28,gaussian_factor_same_calibration_stack,-0.16791612556618446,-0.22837054199183843,-0.2088003056451284,0.358974358974359
random_dirichlet_28,factor_ddpm_stress_uncalibrated,-0.2349956537122937,-0.30273727773024384,-0.2895364723343929,0.6282051282051282
random_dirichlet_28,factor_ddpm_base_uncalibrated,-0.17718831981253785,-0.1995180905883862,-0.19321458080288317,0.47435897435897434
random_dirichlet_29,factor_ddpm_stress,-0.2530535378780736,-0.36567470974939414,-0.33852468962686955,0.717948717948718
random_dirichlet_29,factor_ddpm_base,-0.21192655213274905,-0.2301933514504499,-0.22516140535749804,0.6410256410256411
random_dirichlet_29,historical_bootstrap_train,-0.12758879087514038,-0.1615508457237066,-0.1579683767001074,0.38461538461538464
random_dirichlet_29,gaussian_cov_train,-0.13828065358996508,-0.17901777659936174,-0.16631818904936985,0.38461538461538464
random_dirichlet_29,t_copula_train,-0.16581753182243472,-0.21516622832183194,-0.20222524390789945,0.5512820512820513
random_dirichlet_29,filtered_historical_simulation_train,-0.16650358631127324,-0.1958346372692171,-0.18934792898931257,0.4230769230769231
random_dirichlet_29,gaussian_factor_same_calibration_stack,-0.17580167147949025,-0.2320823000020725,-0.21547165017162365,0.3717948717948718
random_dirichlet_29,factor_ddpm_stress_uncalibrated,-0.23255058851064458,-0.32368487085727893,-0.29827313922424986,0.6666666666666666
random_dirichlet_29,factor_ddpm_base_uncalibrated,-0.1872147828591244,-0.205089635473768,-0.19716073891783015,0.5512820512820513
random_dirichlet_30,factor_ddpm_stress,-0.27556339613041364,-0.3795652471450252,-0.34931251445529266,0.7307692307692307
random_dirichlet_30,factor_ddpm_base,-0.22634668765049493,-0.2378147525144551,-0.23693553359865596,0.6538461538461539
random_dirichlet_30,historical_bootstrap_train,-0.12615279523620165,-0.16844710554121287,-0.16356790870047536,0.38461538461538464
random_dirichlet_30,gaussian_cov_train,-0.13357848119814242,-0.17986006012191447,-0.16426278170598016,0.38461538461538464
random_dirichlet_30,t_copula_train,-0.16951889610255486,-0.20883433806363624,-0.19934928185987688,0.5384615384615384
random_dirichlet_30,filtered_historical_simulation_train,-0.16878214920620116,-0.1939180138432367,-0.1910914490170094,0.4358974358974359
random_dirichlet_30,gaussian_factor_same_calibration_stack,-0.17490119989162675,-0.22621532629889404,-0.21328737572234147,0.3717948717948718
random_dirichlet_30,factor_ddpm_stress_uncalibrated,-0.25272553961074345,-0.33793742004104,-0.31188120828957877,0.6794871794871795
random_dirichlet_30,factor_ddpm_base_uncalibrated,-0.1975009521082757,-0.2140859167777539,-0.21220625595556145,0.6025641025641025
random_dirichlet_31,factor_ddpm_stress,-0.2509824861460792,-0.3592779327590986,-0.32869558332512794,0.7051282051282052
random_dirichlet_31,factor_ddpm_base,-0.20294642411793978,-0.2238250608770803,-0.21785235606662054,0.6025641025641025
random_dirichlet_31,historical_bootstrap_train,-0.1186325312385833,-0.16650091240466508,-0.15823424152268742,0.38461538461538464
random_dirichlet_31,gaussian_cov_train,-0.137169752427488,-0.17573992493056723,-0.16099894825114558,0.3717948717948718
random_dirichlet_31,t_copula_train,-0.16388347767728695,-0.20496572010102232,-0.19517167431447244,0.5384615384615384
random_dirichlet_31,filtered_historical_simulation_train,-0.16635059777396694,-0.193099122284751,-0.18824648034554975,0.3974358974358974
random_dirichlet_31,gaussian_factor_same_calibration_stack,-0.17400331870762978,-0.22191557179846155,-0.20765466815969147,0.358974358974359
random_dirichlet_31,factor_ddpm_stress_uncalibrated,-0.2293083185914745,-0.3225687458349162,-0.29180831200714075,0.6282051282051282
random_dirichlet_31,factor_ddpm_base_uncalibrated,-0.18120245949407932,-0.20334824890123804,-0.19467898796108266,0.5256410256410257
random_dirichlet_32,factor_ddpm_stress,-0.29766566360242086,-0.4116366671877805,-0.39627789262882734,0.7692307692307693
random_dirichlet_32,factor_ddpm_base,-0.25045765091423644,-0.26832797047327894,-0.2631738419110971,0.6923076923076923
random_dirichlet_32,historical_bootstrap_train,-0.12596097419472965,-0.16811826874127705,-0.161309818536327,0.3717948717948718
random_dirichlet_32,gaussian_cov_train,-0.14457268182867977,-0.17647268306404418,-0.16601103870589584,0.41025641025641024
random_dirichlet_32,t_copula_train,-0.1649610950549447,-0.22117006067452724,-0.20323587378860802,0.5512820512820513
random_dirichlet_32,filtered_historical_simulation_train,-0.16791599724832154,-0.19737653826571944,-0.19531459760069453,0.44871794871794873
random_dirichlet_32,gaussian_factor_same_calibration_stack,-0.17810685663216785,-0.2258870769862684,-0.21333265377868368,0.358974358974359
random_dirichlet_32,factor_ddpm_stress_uncalibrated,-0.2618024725535285,-0.3836839186007675,-0.36288942865527274,0.6923076923076923
random_dirichlet_32,factor_ddpm_base_uncalibrated,-0.22706065351341775,-0.24134689842646223,-0.23611666544721976,0.6410256410256411
single_name_25%,factor_ddpm_stress,-0.1839052252788962,-0.2911767601947111,-0.24880939460760337,0.6282051282051282
single_name_25%,factor_ddpm_base,-0.1539811859951011,-0.16874656873408503,-0.16860000703171857,0.5128205128205128
single_name_25%,historical_bootstrap_train,-0.16374571608776176,-0.19291615188734915,-0.18783403761456885,0.5512820512820513
single_name_25%,gaussian_cov_train,-0.18305042495972212,-0.20650704853219012,-0.1992801106040535,0.5128205128205128
single_name_25%,t_copula_train,-0.20413059919480042,-0.2345286940350983,-0.22770546132755468,0.6025641025641025
single_name_25%,filtered_historical_simulation_train,-0.2068791036509732,-0.25893968859779015,-0.24848174238402218,0.5
single_name_25%,gaussian_factor_same_calibration_stack,-0.18084554897557503,-0.2846757730890887,-0.25272291467951036,0.5
single_name_25%,factor_ddpm_stress_uncalibrated,-0.15217108464031406,-0.19647761756063362,-0.19116426556958177,0.5641025641025641
single_name_25%,factor_ddpm_base_uncalibrated,-0.1065957323411442,-0.138794979934458,-0.12655571772407664,0.44871794871794873
single_name_40%,factor_ddpm_stress,-0.35793399526185515,-0.48073086884477734,-0.4438959260219596,0.8461538461538461
single_name_40%,factor_ddpm_base,-0.2634815053553383,-0.2999872822336782,-0.2901484864786372,0.8205128205128205
single_name_40%,historical_bootstrap_train,-0.12646809316348845,-0.1776536922156211,-0.16066857571147283,0.717948717948718
single_name_40%,gaussian_cov_train,-0.15693701887672162,-0.18483323032932944,-0.17888521750069972,0.5641025641025641
single_name_40%,t_copula_train,-0.21019015778194594,-0.2632043887681692,-0.25204544698529796,0.6025641025641025
single_name_40%,filtered_historical_simulation_train,-0.2058298779105462,-0.21608584902872185,-0.21360908422313432,0.5384615384615384
single_name_40%,gaussian_factor_same_calibration_stack,-0.1719685319354343,-0.22829697198939847,-0.2220781083325898,0.5
single_name_40%,factor_ddpm_stress_uncalibrated,-0.3423079297738249,-0.4482109209416214,-0.41750818521503397,0.8076923076923077
single_name_40%,factor_ddpm_base_uncalibrated,-0.26371644519778203,-0.3120503255981149,-0.3123208385051044,0.782051282051282
single_name_60%,factor_ddpm_stress,-0.3466637955279535,-0.4222331334728838,-0.3948092496745498,0.9102564102564102
single_name_60%,factor_ddpm_base,-0.3538556195341925,-0.4184500097379655,-0.40228479534937744,0.9358974358974359
single_name_60%,historical_bootstrap_train,-0.16968964548468896,-0.1966837216744848,-0.18964639485892854,0.6794871794871795
single_name_60%,gaussian_cov_train,-0.2202495375448264,-0.24902886535271518,-0.239594856961248,0.6666666666666666
single_name_60%,t_copula_train,-0.24098500491360972,-0.27294260393329883,-0.26809933524305285,0.7051282051282052
single_name_60%,filtered_historical_simulation_train,-0.23462828124679924,-0.2814336435003143,-0.2680842422047459,0.7051282051282052
single_name_60%,gaussian_factor_same_calibration_stack,-0.22405591369128747,-0.3058876877251205,-0.2838483357612096,0.5512820512820513
single_name_60%,factor_ddpm_stress_uncalibrated,-0.352434635841587,-0.43347476074861874,-0.4080392802592653,0.9230769230769231
single_name_60%,factor_ddpm_base_uncalibrated,-0.34584012597865316,-0.418384639560681,-0.40270812574173875,0.8974358974358975
