portfolio,model,var5,var1,cvar5,probability_drawdown_10pct
random_dirichlet_02,factor_ddpm_stress_uncalibrated,-0.22892637330492016,-0.3193254133347651,-0.3102791276750771,0.6410256410256411
random_dirichlet_02,factor_ddpm_base_uncalibrated,-0.19210008395561004,-0.2162802351834684,-0.20902654260753134,0.5384615384615384
random_dirichlet_03,factor_ddpm_stress,-0.25457339429285475,-0.3619760612938442,-0.3367807190286669,0.717948717948718
random_dirichlet_03,factor_ddpm_base,-0.21064537765545127,-0.22056823160323555,-0.22019737715963816,0.6153846153846154
random_dirichlet_03,historical_bootstrap_train,-0.12117995915812903,-0.16681571690237054,-0.15774161704245065,0.38461538461538464
random_dirichlet_03,gaussian_cov_train,-0.13673899648425716,-0.1691146891754737,-0.1612924517496555,0.38461538461538464
random_dirichlet_03,t_copula_train,-0.16573320605235223,-0.21279513747512233,-0.19588312781672565,0.5512820512820513
random_dirichlet_03,filtered_historical_simulation_train,-0.16999519172205454,-0.19191645522259573,-0.1885497911489682,0.41025641025641024
random_dirichlet_03,gaussian_factor_same_calibration_stack,-0.1677589354230858,-0.22423229665149913,-0.20950665795161977,0.38461538461538464
random_dirichlet_03,factor_ddpm_stress_uncalibrated,-0.23467555791647343,-0.3160174918785757,-0.2957813261696898,0.6410256410256411
random_dirichlet_03,factor_ddpm_base_uncalibrated,-0.1864249419683241,-0.19598370882075583,-0.1930893629302451,0.5512820512820513
random_dirichlet_04,factor_ddpm_stress,-0.29858998443886503,-0.40693354067966003,-0.3815129356755805,0.7435897435897436
random_dirichlet_04,factor_ddpm_base,-0.25144593278105304,-0.26294720373319236,-0.2625067327359144,0.6923076923076923
random_dirichlet_04,historical_bootstrap_train,-0.12101578588296796,-0.16247784715828795,-0.15715784906559074,0.3717948717948718
random_dirichlet_04,gaussian_cov_train,-0.13514318555059965,-0.17640007431159974,-0.16247572606739585,0.3717948717948718
random_dirichlet_04,t_copula_train,-0.16448249486323746,-0.21571709249484758,-0.19856603088300795,0.5512820512820513
random_dirichlet_04,filtered_historical_simulation_train,-0.1667767017981662,-0.1895367068423249,-0.18461999822049274,0.3974358974358974
random_dirichlet_04,gaussian_factor_same_calibration_stack,-0.16612440201221942,-0.2239933164694926,-0.20707407903476624,0.358974358974359
random_dirichlet_04,factor_ddpm_stress_uncalibrated,-0.2787492408190947,-0.3706206435288527,-0.35100971959689753,0.6923076923076923
random_dirichlet_04,factor_ddpm_base_uncalibrated,-0.22791539806477434,-0.23934125988210483,-0.237991066049645,0.6282051282051282
random_dirichlet_05,factor_ddpm_stress,-0.2724981969268198,-0.3758590084859888,-0.34483255980541105,0.7051282051282052
random_dirichlet_05,factor_ddpm_base,-0.21594095189877932,-0.23395050878915424,-0.22990955305155605,0.6538461538461539
random_dirichlet_05,historical_bootstrap_train,-0.11574293796053953,-0.16343036913994827,-0.15647566359742254,0.38461538461538464
random_dirichlet_05,gaussian_cov_train,-0.1324932703228189,-0.1766004562939551,-0.16025416815096255,0.34615384615384615
random_dirichlet_05,t_copula_train,-0.1605829383723003,-0.2111025104478543,-0.1974816760436644,0.5256410256410257
random_dirichlet_05,filtered_historical_simulation_train,-0.15901686353057526,-0.19391895621492802,-0.187573777315049,0.3974358974358974
random_dirichlet_05,gaussian_factor_same_calibration_stack,-0.1694965068528902,-0.22269845972005087,-0.20998234146717068,0.3717948717948718
random_dirichlet_05,factor_ddpm_stress_uncalibrated,-0.2541003163413919,-0.343094819177465,-0.3092546205326661,0.6794871794871795
random_dirichlet_05,factor_ddpm_base_uncalibrated,-0.20035090707793918,-0.21617035871626972,-0.21263133199103035,0.5769230769230769
random_dirichlet_06,factor_ddpm_stress,-0.2733888909699364,-0.39058872369995445,-0.363899254166591,0.7307692307692307
random_dirichlet_06,factor_ddpm_base,-0.22257790535794325,-0.24794173760396265,-0.24221558364757909,0.6666666666666666
